concelho,distrito,ano,mes,valor
Abrantes,Santarém,2020,1,1141.0
Abrantes,Santarém,2020,2,1496.0
Abrantes,Santarém,2020,3,835.0
Abrantes,Santarém,2020,4,207.0
Abrantes,Santarém,2020,5,192.0
Abrantes,Santarém,2020,6,1240.0
Abrantes,Santarém,2020,7,2124.0
Abrantes,Santarém,2020,8,3371.0
Abrantes,Santarém,2020,9,2388.0
Abrantes,Santarém,2020,10,1742.0
Abrantes,Santarém,2020,11,531.0
Abrantes,Santarém,2020,12,554.0
Abrantes,Santarém,2021,1,378.0
Abrantes,Santarém,2021,2,412.0
Abrantes,Santarém,2021,3,367.0
Abrantes,Santarém,2021,4,549.0
Abrantes,Santarém,2021,5,1478.0
Abrantes,Santarém,2021,6,2292.0
Abrantes,Santarém,2021,7,2356.0
Abrantes,Santarém,2021,8,2949.0
Abrantes,Santarém,2021,9,2381.0
Abrantes,Santarém,2021,10,2367.0
Abrantes,Santarém,2021,11,1546.0
Abrantes,Santarém,2021,12,1133.0
Abrantes,Santarém,2022,1,762.0
Abrantes,Santarém,2022,2,1048.0
Abrantes,Santarém,2022,3,1334.0
Abrantes,Santarém,2022,4,2219.0
Abrantes,Santarém,2022,5,2087.0
Abrantes,Santarém,2022,6,2265.0
Abrantes,Santarém,2022,7,2579.0
Abrantes,Santarém,2022,8,3006.0
Abrantes,Santarém,2022,9,2420.0
Abrantes,Santarém,2022,10,2134.0
Abrantes,Santarém,2022,11,1663.0
Abrantes,Santarém,2022,12,1624.0
Abrantes,Santarém,2023,1,1229.0
Abrantes,Santarém,2023,2,1262.0
Abrantes,Santarém,2023,3,1283.0
Abrantes,Santarém,2023,4,2401.0
Abrantes,Santarém,2023,5,1821.0
Abrantes,Santarém,2023,6,2020.0
Abrantes,Santarém,2023,7,2168.0
Abrantes,Santarém,2023,8,3255.0
Abrantes,Santarém,2023,9,2519.0
Abrantes,Santarém,2023,10,2219.0
Abrantes,Santarém,2023,11,1666.0
Abrantes,Santarém,2023,12,1578.0
Abrantes,Santarém,2024,1,1645.0
Abrantes,Santarém,2024,2,1296.0
Abrantes,Santarém,2024,3,1619.0
Abrantes,Santarém,2024,4,2137.0
Abrantes,Santarém,2024,5,2699.0
Abrantes,Santarém,2024,6,2561.0
Abrantes,Santarém,2024,7,3152.0
Abrantes,Santarém,2024,8,3662.0
Abrantes,Santarém,2024,9,2942.0
Abrantes,Santarém,2024,10,2476.0
Abrantes,Santarém,2024,11,2068.0
Abrantes,Santarém,2024,12,1868.0
Abrantes,Santarém,2025,1,1519.0
Abrantes,Santarém,2025,2,1688.0
Abrantes,Santarém,2025,3,1757.0
Abrantes,Santarém,2025,4,2487.0
Abrantes,Santarém,2025,5,2630.0
Abrantes,Santarém,2025,6,2813.0
Abrantes,Santarém,2025,7,2957.0
Abrantes,Santarém,2025,8,3027.0
Abrantes,Santarém,2025,9,2643.0
Abrantes,Santarém,2025,10,1965.0
Abrantes,Santarém,2025,11,1849.0
Abrantes,Santarém,2025,12,1697.0
Abrantes,Santarém,2026,1,1554.0
Abrantes,Santarém,2026,2,1281.0
Abrantes,Santarém,2026,3,1680.0
Abrantes,Santarém,2026,4,2134.0
Abrantes,Santarém,2026,5,2469.0
Abrantes,Santarém,2026,6,2670.0
Abrantes,Santarém,2026,7,2752.0
Aguiar da Beira,Guarda,2020,1,282.0
Aguiar da Beira,Guarda,2020,2,310.0
Aguiar da Beira,Guarda,2020,3,110.0
Aguiar da Beira,Guarda,2020,4,
Aguiar da Beira,Guarda,2020,5,
Aguiar da Beira,Guarda,2020,6,359.0
Aguiar da Beira,Guarda,2020,7,543.0
Aguiar da Beira,Guarda,2020,8,853.0
Aguiar da Beira,Guarda,2020,9,470.0
Aguiar da Beira,Guarda,2020,10,388.0
Aguiar da Beira,Guarda,2020,11,251.0
Aguiar da Beira,Guarda,2020,12,223.0
Aguiar da Beira,Guarda,2021,1,125.0
Aguiar da Beira,Guarda,2021,2,60.0
Aguiar da Beira,Guarda,2021,3,179.0
Aguiar da Beira,Guarda,2021,4,291.0
Aguiar da Beira,Guarda,2021,5,304.0
Aguiar da Beira,Guarda,2021,6,268.0
Aguiar da Beira,Guarda,2021,7,400.0
Aguiar da Beira,Guarda,2021,8,544.0
Aguiar da Beira,Guarda,2021,9,384.0
Aguiar da Beira,Guarda,2021,10,400.0
Aguiar da Beira,Guarda,2021,11,352.0
Aguiar da Beira,Guarda,2021,12,306.0
Aguiar da Beira,Guarda,2022,1,406.0
Aguiar da Beira,Guarda,2022,2,253.0
Aguiar da Beira,Guarda,2022,3,393.0
Aguiar da Beira,Guarda,2022,4,364.0
Aguiar da Beira,Guarda,2022,5,453.0
Aguiar da Beira,Guarda,2022,6,598.0
Aguiar da Beira,Guarda,2022,7,448.0
Aguiar da Beira,Guarda,2022,8,500.0
Aguiar da Beira,Guarda,2022,9,321.0
Aguiar da Beira,Guarda,2022,10,342.0
Aguiar da Beira,Guarda,2022,11,453.0
Aguiar da Beira,Guarda,2022,12,271.0
Aguiar da Beira,Guarda,2023,1,262.0
Aguiar da Beira,Guarda,2023,2,305.0
Aguiar da Beira,Guarda,2023,3,363.0
Aguiar da Beira,Guarda,2023,4,367.0
Aguiar da Beira,Guarda,2023,5,571.0
Aguiar da Beira,Guarda,2023,6,450.0
Aguiar da Beira,Guarda,2023,7,400.0
Aguiar da Beira,Guarda,2023,8,765.0
Aguiar da Beira,Guarda,2023,9,403.0
Aguiar da Beira,Guarda,2023,10,376.0
Aguiar da Beira,Guarda,2023,11,330.0
Aguiar da Beira,Guarda,2023,12,423.0
Aguiar da Beira,Guarda,2024,1,330.0
Aguiar da Beira,Guarda,2024,2,274.0
Aguiar da Beira,Guarda,2024,3,668.0
Aguiar da Beira,Guarda,2024,4,381.0
Aguiar da Beira,Guarda,2024,5,634.0
Aguiar da Beira,Guarda,2024,6,560.0
Aguiar da Beira,Guarda,2024,7,545.0
Aguiar da Beira,Guarda,2024,8,717.0
Aguiar da Beira,Guarda,2024,9,569.0
Aguiar da Beira,Guarda,2024,10,616.0
Aguiar da Beira,Guarda,2024,11,518.0
Aguiar da Beira,Guarda,2024,12,427.0
Aguiar da Beira,Guarda,2025,1,317.0
Aguiar da Beira,Guarda,2025,2,453.0
Aguiar da Beira,Guarda,2025,3,609.0
Aguiar da Beira,Guarda,2025,4,504.0
Aguiar da Beira,Guarda,2025,5,630.0
Aguiar da Beira,Guarda,2025,6,603.0
Aguiar da Beira,Guarda,2025,7,693.0
Aguiar da Beira,Guarda,2025,8,775.0
Aguiar da Beira,Guarda,2025,9,643.0
Aguiar da Beira,Guarda,2025,10,716.0
Aguiar da Beira,Guarda,2025,11,488.0
Aguiar da Beira,Guarda,2025,12,385.0
Aguiar da Beira,Guarda,2026,1,410.0
Aguiar da Beira,Guarda,2026,2,456.0
Aguiar da Beira,Guarda,2026,3,459.0
Aguiar da Beira,Guarda,2026,4,439.0
Aguiar da Beira,Guarda,2026,5,511.0
Aguiar da Beira,Guarda,2026,6,526.0
Aguiar da Beira,Guarda,2026,7,439.0
Alandroal,Évora,2020,1,278.0
Alandroal,Évora,2020,2,333.0
Alandroal,Évora,2020,3,287.0
Alandroal,Évora,2020,4,171.0
Alandroal,Évora,2020,5,220.0
Alandroal,Évora,2020,6,532.0
Alandroal,Évora,2020,7,591.0
Alandroal,Évora,2020,8,972.0
Alandroal,Évora,2020,9,601.0
Alandroal,Évora,2020,10,447.0
Alandroal,Évora,2020,11,258.0
Alandroal,Évora,2020,12,235.0
Alandroal,Évora,2021,1,154.0
Alandroal,Évora,2021,2,153.0
Alandroal,Évora,2021,3,142.0
Alandroal,Évora,2021,4,176.0
Alandroal,Évora,2021,5,365.0
Alandroal,Évora,2021,6,579.0
Alandroal,Évora,2021,7,702.0
Alandroal,Évora,2021,8,967.0
Alandroal,Évora,2021,9,603.0
Alandroal,Évora,2021,10,502.0
Alandroal,Évora,2021,11,322.0
Alandroal,Évora,2021,12,268.0
Alandroal,Évora,2022,1,222.0
Alandroal,Évora,2022,2,327.0
Alandroal,Évora,2022,3,279.0
Alandroal,Évora,2022,4,442.0
Alandroal,Évora,2022,5,460.0
Alandroal,Évora,2022,6,691.0
Alandroal,Évora,2022,7,847.0
Alandroal,Évora,2022,8,1171.0
Alandroal,Évora,2022,9,874.0
Alandroal,Évora,2022,10,495.0
Alandroal,Évora,2022,11,350.0
Alandroal,Évora,2022,12,385.0
Alandroal,Évora,2023,1,377.0
Alandroal,Évora,2023,2,314.0
Alandroal,Évora,2023,3,329.0
Alandroal,Évora,2023,4,675.0
Alandroal,Évora,2023,5,452.0
Alandroal,Évora,2023,6,940.0
Alandroal,Évora,2023,7,1014.0
Alandroal,Évora,2023,8,1785.0
Alandroal,Évora,2023,9,990.0
Alandroal,Évora,2023,10,760.0
Alandroal,Évora,2023,11,476.0
Alandroal,Évora,2023,12,417.0
Alandroal,Évora,2024,1,251.0
Alandroal,Évora,2024,2,416.0
Alandroal,Évora,2024,3,566.0
Alandroal,Évora,2024,4,497.0
Alandroal,Évora,2024,5,817.0
Alandroal,Évora,2024,6,1049.0
Alandroal,Évora,2024,7,1137.0
Alandroal,Évora,2024,8,1716.0
Alandroal,Évora,2024,9,1281.0
Alandroal,Évora,2024,10,873.0
Alandroal,Évora,2024,11,544.0
Alandroal,Évora,2024,12,456.0
Alandroal,Évora,2025,1,331.0
Alandroal,Évora,2025,2,384.0
Alandroal,Évora,2025,3,521.0
Alandroal,Évora,2025,4,678.0
Alandroal,Évora,2025,5,773.0
Alandroal,Évora,2025,6,903.0
Alandroal,Évora,2025,7,901.0
Alandroal,Évora,2025,8,1802.0
Alandroal,Évora,2025,9,1222.0
Alandroal,Évora,2025,10,807.0
Alandroal,Évora,2025,11,509.0
Alandroal,Évora,2025,12,431.0
Alandroal,Évora,2026,1,210.0
Alandroal,Évora,2026,2,444.0
Alandroal,Évora,2026,3,569.0
Alandroal,Évora,2026,4,778.0
Alandroal,Évora,2026,5,809.0
Alandroal,Évora,2026,6,940.0
Alandroal,Évora,2026,7,842.0
Albergaria-a-Velha,Aveiro,2020,1,1427.0
Albergaria-a-Velha,Aveiro,2020,2,1416.0
Albergaria-a-Velha,Aveiro,2020,3,657.0
Albergaria-a-Velha,Aveiro,2020,4,
Albergaria-a-Velha,Aveiro,2020,5,
Albergaria-a-Velha,Aveiro,2020,6,987.0
Albergaria-a-Velha,Aveiro,2020,7,1328.0
Albergaria-a-Velha,Aveiro,2020,8,1715.0
Albergaria-a-Velha,Aveiro,2020,9,1328.0
Albergaria-a-Velha,Aveiro,2020,10,1353.0
Albergaria-a-Velha,Aveiro,2020,11,1135.0
Albergaria-a-Velha,Aveiro,2020,12,1024.0
Albergaria-a-Velha,Aveiro,2021,1,698.0
Albergaria-a-Velha,Aveiro,2021,2,575.0
Albergaria-a-Velha,Aveiro,2021,3,23.0
Albergaria-a-Velha,Aveiro,2021,4,899.0
Albergaria-a-Velha,Aveiro,2021,5,1234.0
Albergaria-a-Velha,Aveiro,2021,6,1372.0
Albergaria-a-Velha,Aveiro,2021,7,1125.0
Albergaria-a-Velha,Aveiro,2021,8,1774.0
Albergaria-a-Velha,Aveiro,2021,9,1299.0
Albergaria-a-Velha,Aveiro,2021,10,1518.0
Albergaria-a-Velha,Aveiro,2021,11,1143.0
Albergaria-a-Velha,Aveiro,2021,12,1247.0
Albergaria-a-Velha,Aveiro,2022,1,1199.0
Albergaria-a-Velha,Aveiro,2022,2,1193.0
Albergaria-a-Velha,Aveiro,2022,3,1236.0
Albergaria-a-Velha,Aveiro,2022,4,1287.0
Albergaria-a-Velha,Aveiro,2022,5,1701.0
Albergaria-a-Velha,Aveiro,2022,6,1302.0
Albergaria-a-Velha,Aveiro,2022,7,1881.0
Albergaria-a-Velha,Aveiro,2022,8,2496.0
Albergaria-a-Velha,Aveiro,2022,9,1484.0
Albergaria-a-Velha,Aveiro,2022,10,1332.0
Albergaria-a-Velha,Aveiro,2022,11,1174.0
Albergaria-a-Velha,Aveiro,2022,12,1296.0
Albergaria-a-Velha,Aveiro,2023,1,1249.0
Albergaria-a-Velha,Aveiro,2023,2,1126.0
Albergaria-a-Velha,Aveiro,2023,3,1286.0
Albergaria-a-Velha,Aveiro,2023,4,1683.0
Albergaria-a-Velha,Aveiro,2023,5,1606.0
Albergaria-a-Velha,Aveiro,2023,6,1363.0
Albergaria-a-Velha,Aveiro,2023,7,1559.0
Albergaria-a-Velha,Aveiro,2023,8,2097.0
Albergaria-a-Velha,Aveiro,2023,9,1367.0
Albergaria-a-Velha,Aveiro,2023,10,1479.0
Albergaria-a-Velha,Aveiro,2023,11,1187.0
Albergaria-a-Velha,Aveiro,2023,12,1533.0
Albergaria-a-Velha,Aveiro,2024,1,993.0
Albergaria-a-Velha,Aveiro,2024,2,908.0
Albergaria-a-Velha,Aveiro,2024,3,1201.0
Albergaria-a-Velha,Aveiro,2024,4,1235.0
Albergaria-a-Velha,Aveiro,2024,5,1819.0
Albergaria-a-Velha,Aveiro,2024,6,1551.0
Albergaria-a-Velha,Aveiro,2024,7,1797.0
Albergaria-a-Velha,Aveiro,2024,8,2478.0
Albergaria-a-Velha,Aveiro,2024,9,1551.0
Albergaria-a-Velha,Aveiro,2024,10,1307.0
Albergaria-a-Velha,Aveiro,2024,11,1200.0
Albergaria-a-Velha,Aveiro,2024,12,1362.0
Albergaria-a-Velha,Aveiro,2025,1,1114.0
Albergaria-a-Velha,Aveiro,2025,2,1112.0
Albergaria-a-Velha,Aveiro,2025,3,992.0
Albergaria-a-Velha,Aveiro,2025,4,1404.0
Albergaria-a-Velha,Aveiro,2025,5,1526.0
Albergaria-a-Velha,Aveiro,2025,6,1218.0
Albergaria-a-Velha,Aveiro,2025,7,1382.0
Albergaria-a-Velha,Aveiro,2025,8,1529.0
Albergaria-a-Velha,Aveiro,2025,9,1217.0
Albergaria-a-Velha,Aveiro,2025,10,1135.0
Albergaria-a-Velha,Aveiro,2025,11,1059.0
Albergaria-a-Velha,Aveiro,2025,12,1192.0
Albergaria-a-Velha,Aveiro,2026,1,1000.0
Albergaria-a-Velha,Aveiro,2026,2,934.0
Albergaria-a-Velha,Aveiro,2026,3,1129.0
Albergaria-a-Velha,Aveiro,2026,4,1115.0
Albergaria-a-Velha,Aveiro,2026,5,1335.0
Albergaria-a-Velha,Aveiro,2026,6,1176.0
Albergaria-a-Velha,Aveiro,2026,7,1264.0
Albufeira,Faro,2020,1,45265.0
Albufeira,Faro,2020,2,71175.0
Albufeira,Faro,2020,3,38218.0
Albufeira,Faro,2020,4,804.0
Albufeira,Faro,2020,5,2565.0
Albufeira,Faro,2020,6,27158.0
Albufeira,Faro,2020,7,75291.0
Albufeira,Faro,2020,8,164143.0
Albufeira,Faro,2020,9,105562.0
Albufeira,Faro,2020,10,50378.0
Albufeira,Faro,2020,11,8034.0
Albufeira,Faro,2020,12,9975.0
Albufeira,Faro,2021,1,4777.0
Albufeira,Faro,2021,2,2422.0
Albufeira,Faro,2021,3,4250.0
Albufeira,Faro,2021,4,7186.0
Albufeira,Faro,2021,5,47556.0
Albufeira,Faro,2021,6,102804.0
Albufeira,Faro,2021,7,114966.0
Albufeira,Faro,2021,8,203516.0
Albufeira,Faro,2021,9,147423.0
Albufeira,Faro,2021,10,121324.0
Albufeira,Faro,2021,11,39305.0
Albufeira,Faro,2021,12,24297.0
Albufeira,Faro,2022,1,20286.0
Albufeira,Faro,2022,2,40154.0
Albufeira,Faro,2022,3,65291.0
Albufeira,Faro,2022,4,148735.0
Albufeira,Faro,2022,5,170075.0
Albufeira,Faro,2022,6,190440.0
Albufeira,Faro,2022,7,224096.0
Albufeira,Faro,2022,8,238876.0
Albufeira,Faro,2022,9,187882.0
Albufeira,Faro,2022,10,153169.0
Albufeira,Faro,2022,11,51678.0
Albufeira,Faro,2022,12,45754.0
Albufeira,Faro,2023,1,39398.0
Albufeira,Faro,2023,2,53807.0
Albufeira,Faro,2023,3,92568.0
Albufeira,Faro,2023,4,180231.0
Albufeira,Faro,2023,5,181839.0
Albufeira,Faro,2023,6,196918.0
Albufeira,Faro,2023,7,227597.0
Albufeira,Faro,2023,8,244490.0
Albufeira,Faro,2023,9,203318.0
Albufeira,Faro,2023,10,175349.0
Albufeira,Faro,2023,11,60975.0
Albufeira,Faro,2023,12,55061.0
Albufeira,Faro,2024,1,38176.0
Albufeira,Faro,2024,2,56033.0
Albufeira,Faro,2024,3,99841.0
Albufeira,Faro,2024,4,151965.0
Albufeira,Faro,2024,5,191941.0
Albufeira,Faro,2024,6,208400.0
Albufeira,Faro,2024,7,225285.0
Albufeira,Faro,2024,8,250419.0
Albufeira,Faro,2024,9,201894.0
Albufeira,Faro,2024,10,170507.0
Albufeira,Faro,2024,11,65969.0
Albufeira,Faro,2024,12,50048.0
Albufeira,Faro,2025,1,39535.0
Albufeira,Faro,2025,2,53286.0
Albufeira,Faro,2025,3,83163.0
Albufeira,Faro,2025,4,150293.0
Albufeira,Faro,2025,5,178109.0
Albufeira,Faro,2025,6,199559.0
Albufeira,Faro,2025,7,224542.0
Albufeira,Faro,2025,8,254286.0
Albufeira,Faro,2025,9,191408.0
Albufeira,Faro,2025,10,165026.0
Albufeira,Faro,2025,11,66105.0
Albufeira,Faro,2025,12,54309.0
Albufeira,Faro,2026,1,40035.0
Albufeira,Faro,2026,2,57785.0
Albufeira,Faro,2026,3,102022.0
Albufeira,Faro,2026,4,175077.0
Albufeira,Faro,2026,5,200909.0
Albufeira,Faro,2026,6,206795.0
Albufeira,Faro,2026,7,235365.0
Alcanena,Santarém,2020,1,
Alcanena,Santarém,2020,2,339.0
Alcanena,Santarém,2020,3,139.0
Alcanena,Santarém,2020,4,
Alcanena,Santarém,2020,5,
Alcanena,Santarém,2020,6,
Alcanena,Santarém,2020,7,391.0
Alcanena,Santarém,2020,8,660.0
Alcanena,Santarém,2020,9,489.0
Alcanena,Santarém,2020,10,440.0
Alcanena,Santarém,2020,11,170.0
Alcanena,Santarém,2020,12,183.0
Alcanena,Santarém,2021,1,
Alcanena,Santarém,2021,2,
Alcanena,Santarém,2021,3,203.0
Alcanena,Santarém,2021,4,
Alcanena,Santarém,2021,5,
Alcanena,Santarém,2021,6,499.0
Alcanena,Santarém,2021,7,516.0
Alcanena,Santarém,2021,8,745.0
Alcanena,Santarém,2021,9,672.0
Alcanena,Santarém,2021,10,774.0
Alcanena,Santarém,2021,11,633.0
Alcanena,Santarém,2021,12,401.0
Alcanena,Santarém,2022,1,
Alcanena,Santarém,2022,2,
Alcanena,Santarém,2022,3,531.0
Alcanena,Santarém,2022,4,803.0
Alcanena,Santarém,2022,5,
Alcanena,Santarém,2022,6,
Alcanena,Santarém,2022,7,
Alcanena,Santarém,2022,8,
Alcanena,Santarém,2022,9,
Alcanena,Santarém,2022,10,785.0
Alcanena,Santarém,2022,11,
Alcanena,Santarém,2022,12,
Alcanena,Santarém,2023,1,
Alcanena,Santarém,2023,2,
Alcanena,Santarém,2023,3,357.0
Alcanena,Santarém,2023,4,976.0
Alcanena,Santarém,2023,5,972.0
Alcanena,Santarém,2023,6,784.0
Alcanena,Santarém,2023,7,887.0
Alcanena,Santarém,2023,8,
Alcanena,Santarém,2023,9,870.0
Alcanena,Santarém,2023,10,951.0
Alcanena,Santarém,2023,11,732.0
Alcanena,Santarém,2023,12,627.0
Alcanena,Santarém,2024,1,377.0
Alcanena,Santarém,2024,2,442.0
Alcanena,Santarém,2024,3,537.0
Alcanena,Santarém,2024,4,754.0
Alcanena,Santarém,2024,5,1228.0
Alcanena,Santarém,2024,6,953.0
Alcanena,Santarém,2024,7,945.0
Alcanena,Santarém,2024,8,1098.0
Alcanena,Santarém,2024,9,927.0
Alcanena,Santarém,2024,10,1029.0
Alcanena,Santarém,2024,11,809.0
Alcanena,Santarém,2024,12,566.0
Alcanena,Santarém,2025,1,387.0
Alcanena,Santarém,2025,2,427.0
Alcanena,Santarém,2025,3,674.0
Alcanena,Santarém,2025,4,902.0
Alcanena,Santarém,2025,5,1301.0
Alcanena,Santarém,2025,6,751.0
Alcanena,Santarém,2025,7,795.0
Alcanena,Santarém,2025,8,856.0
Alcanena,Santarém,2025,9,831.0
Alcanena,Santarém,2025,10,809.0
Alcanena,Santarém,2025,11,716.0
Alcanena,Santarém,2025,12,574.0
Alcanena,Santarém,2026,1,
Alcanena,Santarém,2026,2,
Alcanena,Santarém,2026,3,515.0
Alcanena,Santarém,2026,4,738.0
Alcanena,Santarém,2026,5,1313.0
Alcanena,Santarém,2026,6,806.0
Alcanena,Santarém,2026,7,888.0
Alcobaça,Leiria,2020,1,3039.0
Alcobaça,Leiria,2020,2,4112.0
Alcobaça,Leiria,2020,3,1094.0
Alcobaça,Leiria,2020,4,
Alcobaça,Leiria,2020,5,
Alcobaça,Leiria,2020,6,1716.0
Alcobaça,Leiria,2020,7,3706.0
Alcobaça,Leiria,2020,8,7300.0
Alcobaça,Leiria,2020,9,4362.0
Alcobaça,Leiria,2020,10,3126.0
Alcobaça,Leiria,2020,11,1220.0
Alcobaça,Leiria,2020,12,1553.0
Alcobaça,Leiria,2021,1,587.0
Alcobaça,Leiria,2021,2,206.0
Alcobaça,Leiria,2021,3,358.0
Alcobaça,Leiria,2021,4,718.0
Alcobaça,Leiria,2021,5,2182.0
Alcobaça,Leiria,2021,6,3870.0
Alcobaça,Leiria,2021,7,5175.0
Alcobaça,Leiria,2021,8,8451.0
Alcobaça,Leiria,2021,9,5425.0
Alcobaça,Leiria,2021,10,5160.0
Alcobaça,Leiria,2021,11,3397.0
Alcobaça,Leiria,2021,12,2942.0
Alcobaça,Leiria,2022,1,2086.0
Alcobaça,Leiria,2022,2,3006.0
Alcobaça,Leiria,2022,3,2810.0
Alcobaça,Leiria,2022,4,5208.0
Alcobaça,Leiria,2022,5,4807.0
Alcobaça,Leiria,2022,6,5370.0
Alcobaça,Leiria,2022,7,7467.0
Alcobaça,Leiria,2022,8,9397.0
Alcobaça,Leiria,2022,9,6424.0
Alcobaça,Leiria,2022,10,5164.0
Alcobaça,Leiria,2022,11,3306.0
Alcobaça,Leiria,2022,12,3830.0
Alcobaça,Leiria,2023,1,3337.0
Alcobaça,Leiria,2023,2,3656.0
Alcobaça,Leiria,2023,3,3759.0
Alcobaça,Leiria,2023,4,6144.0
Alcobaça,Leiria,2023,5,5763.0
Alcobaça,Leiria,2023,6,5970.0
Alcobaça,Leiria,2023,7,8348.0
Alcobaça,Leiria,2023,8,11810.0
Alcobaça,Leiria,2023,9,7660.0
Alcobaça,Leiria,2023,10,6828.0
Alcobaça,Leiria,2023,11,4289.0
Alcobaça,Leiria,2023,12,4825.0
Alcobaça,Leiria,2024,1,3649.0
Alcobaça,Leiria,2024,2,4159.0
Alcobaça,Leiria,2024,3,4985.0
Alcobaça,Leiria,2024,4,5204.0
Alcobaça,Leiria,2024,5,6932.0
Alcobaça,Leiria,2024,6,6057.0
Alcobaça,Leiria,2024,7,7966.0
Alcobaça,Leiria,2024,8,11250.0
Alcobaça,Leiria,2024,9,8016.0
Alcobaça,Leiria,2024,10,6779.0
Alcobaça,Leiria,2024,11,6003.0
Alcobaça,Leiria,2024,12,4534.0
Alcobaça,Leiria,2025,1,4148.0
Alcobaça,Leiria,2025,2,4626.0
Alcobaça,Leiria,2025,3,5398.0
Alcobaça,Leiria,2025,4,6282.0
Alcobaça,Leiria,2025,5,7092.0
Alcobaça,Leiria,2025,6,7385.0
Alcobaça,Leiria,2025,7,8646.0
Alcobaça,Leiria,2025,8,12192.0
Alcobaça,Leiria,2025,9,8831.0
Alcobaça,Leiria,2025,10,6869.0
Alcobaça,Leiria,2025,11,5523.0
Alcobaça,Leiria,2025,12,5507.0
Alcobaça,Leiria,2026,1,4355.0
Alcobaça,Leiria,2026,2,4208.0
Alcobaça,Leiria,2026,3,4013.0
Alcobaça,Leiria,2026,4,5827.0
Alcobaça,Leiria,2026,5,7754.0
Alcobaça,Leiria,2026,6,6412.0
Alcobaça,Leiria,2026,7,8154.0
Alcochete,Setúbal,2020,1,983.0
Alcochete,Setúbal,2020,2,1201.0
Alcochete,Setúbal,2020,3,452.0
Alcochete,Setúbal,2020,4,
Alcochete,Setúbal,2020,5,
Alcochete,Setúbal,2020,6,325.0
Alcochete,Setúbal,2020,7,1068.0
Alcochete,Setúbal,2020,8,1832.0
Alcochete,Setúbal,2020,9,1438.0
Alcochete,Setúbal,2020,10,694.0
Alcochete,Setúbal,2020,11,514.0
Alcochete,Setúbal,2020,12,520.0
Alcochete,Setúbal,2021,1,
Alcochete,Setúbal,2021,2,126.0
Alcochete,Setúbal,2021,3,234.0
Alcochete,Setúbal,2021,4,529.0
Alcochete,Setúbal,2021,5,646.0
Alcochete,Setúbal,2021,6,883.0
Alcochete,Setúbal,2021,7,868.0
Alcochete,Setúbal,2021,8,1602.0
Alcochete,Setúbal,2021,9,
Alcochete,Setúbal,2021,10,1334.0
Alcochete,Setúbal,2021,11,921.0
Alcochete,Setúbal,2021,12,774.0
Alcochete,Setúbal,2022,1,668.0
Alcochete,Setúbal,2022,2,971.0
Alcochete,Setúbal,2022,3,834.0
Alcochete,Setúbal,2022,4,1476.0
Alcochete,Setúbal,2022,5,1124.0
Alcochete,Setúbal,2022,6,1424.0
Alcochete,Setúbal,2022,7,1575.0
Alcochete,Setúbal,2022,8,1724.0
Alcochete,Setúbal,2022,9,1372.0
Alcochete,Setúbal,2022,10,1470.0
Alcochete,Setúbal,2022,11,919.0
Alcochete,Setúbal,2022,12,933.0
Alcochete,Setúbal,2023,1,686.0
Alcochete,Setúbal,2023,2,886.0
Alcochete,Setúbal,2023,3,852.0
Alcochete,Setúbal,2023,4,1208.0
Alcochete,Setúbal,2023,5,1337.0
Alcochete,Setúbal,2023,6,1511.0
Alcochete,Setúbal,2023,7,1869.0
Alcochete,Setúbal,2023,8,3334.0
Alcochete,Setúbal,2023,9,3376.0
Alcochete,Setúbal,2023,10,
Alcochete,Setúbal,2023,11,
Alcochete,Setúbal,2023,12,
Alcochete,Setúbal,2024,1,1530.0
Alcochete,Setúbal,2024,2,1988.0
Alcochete,Setúbal,2024,3,2010.0
Alcochete,Setúbal,2024,4,2556.0
Alcochete,Setúbal,2024,5,3124.0
Alcochete,Setúbal,2024,6,2460.0
Alcochete,Setúbal,2024,7,2684.0
Alcochete,Setúbal,2024,8,3992.0
Alcochete,Setúbal,2024,9,3235.0
Alcochete,Setúbal,2024,10,2985.0
Alcochete,Setúbal,2024,11,2348.0
Alcochete,Setúbal,2024,12,2150.0
Alcochete,Setúbal,2025,1,1932.0
Alcochete,Setúbal,2025,2,2220.0
Alcochete,Setúbal,2025,3,2495.0
Alcochete,Setúbal,2025,4,3362.0
Alcochete,Setúbal,2025,5,3707.0
Alcochete,Setúbal,2025,6,3883.0
Alcochete,Setúbal,2025,7,3832.0
Alcochete,Setúbal,2025,8,4190.0
Alcochete,Setúbal,2025,9,3354.0
Alcochete,Setúbal,2025,10,3953.0
Alcochete,Setúbal,2025,11,2779.0
Alcochete,Setúbal,2025,12,2348.0
Alcochete,Setúbal,2026,1,1916.0
Alcochete,Setúbal,2026,2,2890.0
Alcochete,Setúbal,2026,3,2898.0
Alcochete,Setúbal,2026,4,3150.0
Alcochete,Setúbal,2026,5,3617.0
Alcochete,Setúbal,2026,6,3654.0
Alcochete,Setúbal,2026,7,3790.0
Alcoutim,Faro,2020,1,331.0
Alcoutim,Faro,2020,2,382.0
Alcoutim,Faro,2020,3,196.0
Alcoutim,Faro,2020,4,
Alcoutim,Faro,2020,5,
Alcoutim,Faro,2020,6,438.0
Alcoutim,Faro,2020,7,
Alcoutim,Faro,2020,8,800.0
Alcoutim,Faro,2020,9,660.0
Alcoutim,Faro,2020,10,511.0
Alcoutim,Faro,2020,11,187.0
Alcoutim,Faro,2020,12,
