distrito,ano,mes,valor
Évora,2024,4,51774.0
Évora,2024,5,64495.0
Évora,2024,6,59922.0
Évora,2024,7,59114.0
Évora,2024,8,72552.0
Évora,2024,9,68227.0
Évora,2024,10,61979.0
Évora,2024,11,44505.0
Évora,2024,12,36171.0
Évora,2025,1,29742.0
Évora,2025,2,33136.0
Évora,2025,3,44216.0
Évora,2025,4,56760.0
Évora,2025,5,64500.0
Évora,2025,6,59599.0
Évora,2025,7,62514.0
Évora,2025,8,79362.0
Évora,2025,9,70121.0
Évora,2025,10,64598.0
Évora,2025,11,43552.0
Évora,2025,12,36403.0
Évora,2026,1,27986.0
Évora,2026,2,34211.0
Évora,2026,3,44184.0
Évora,2026,4,56866.0
Évora,2026,5,63284.0
Évora,2026,6,56640.0
