concelho,distrito,ano,dim_4_t,classificacao_nuts,valor
Ponta Delgada,Região Autónoma dos Açores,2025,55 - 59 anos,2024,5029
Ponta Delgada,Região Autónoma dos Açores,2025,60 - 64 anos,2024,4838
Ponta Delgada,Região Autónoma dos Açores,2025,65 - 69 anos,2024,4294
Ponta Delgada,Região Autónoma dos Açores,2025,70 - 74 anos,2024,3158
Ponta Delgada,Região Autónoma dos Açores,2025,75 - 79 anos,2024,2381
Ponta Delgada,Região Autónoma dos Açores,2025,80 - 84 anos,2024,1517
Ponta Delgada,Região Autónoma dos Açores,2025,85 e mais anos,2024,1259
Ponta Delgada,Região Autónoma dos Açores,2025,Total,2024,71695
Ponta Delgada,Região Autónoma dos Açores,2025,0 - 4 anos,2024,2921
Ponta Delgada,Região Autónoma dos Açores,2025,5 - 9 anos,2024,3214
Ponta Delgada,Região Autónoma dos Açores,2025,10 - 14 anos,2024,3417
Ponta Delgada,Região Autónoma dos Açores,2025,15 - 19 anos,2024,3811
Ponta Delgada,Região Autónoma dos Açores,2025,20 - 24 anos,2024,4261
Ponta Delgada,Região Autónoma dos Açores,2025,25 - 29 anos,2024,4772
Ponta Delgada,Região Autónoma dos Açores,2025,30 - 34 anos,2024,4680
Ponta Delgada,Região Autónoma dos Açores,2025,35 - 39 anos,2024,4951
Ponta Delgada,Região Autónoma dos Açores,2025,40 - 44 anos,2024,5480
Ponta Delgada,Região Autónoma dos Açores,2025,45 - 49 anos,2024,6106
Ponta Delgada,Região Autónoma dos Açores,2025,50 - 54 anos,2024,5606
Ponta do Sol,Região Autónoma da Madeira,2020,85 e mais anos,2013,208
Ponta do Sol,Região Autónoma da Madeira,2020,80 - 84 anos,2013,277
Ponta do Sol,Região Autónoma da Madeira,2020,0 - 4 anos,2013,285
Ponta do Sol,Região Autónoma da Madeira,2020,5 - 9 anos,2013,351
Ponta do Sol,Região Autónoma da Madeira,2020,30 - 34 anos,2013,396
Ponta do Sol,Região Autónoma da Madeira,2020,25 - 29 anos,2013,399
Ponta do Sol,Região Autónoma da Madeira,2020,75 - 79 anos,2013,420
Ponta do Sol,Região Autónoma da Madeira,2020,70 - 74 anos,2013,424
Ponta do Sol,Região Autónoma da Madeira,2020,10 - 14 anos,2013,435
Ponta do Sol,Região Autónoma da Madeira,2020,35 - 39 anos,2013,456
Ponta do Sol,Região Autónoma da Madeira,2020,65 - 69 anos,2013,486
Ponta do Sol,Região Autónoma da Madeira,2020,20 - 24 anos,2013,502
Ponta do Sol,Região Autónoma da Madeira,2020,60 - 64 anos,2013,538
Ponta do Sol,Região Autónoma da Madeira,2020,15 - 19 anos,2013,540
Ponta do Sol,Região Autónoma da Madeira,2020,40 - 44 anos,2013,618
Ponta do Sol,Região Autónoma da Madeira,2020,45 - 49 anos,2013,677
Ponta do Sol,Região Autónoma da Madeira,2020,55 - 59 anos,2013,686
Ponta do Sol,Região Autónoma da Madeira,2020,50 - 54 anos,2013,695
Ponta do Sol,Região Autónoma da Madeira,2020,Total,2013,8393
Ponta do Sol,Região Autónoma da Madeira,2021,85 e mais anos,2024,245
Ponta do Sol,Região Autónoma da Madeira,2021,80 - 84 anos,2024,288
Ponta do Sol,Região Autónoma da Madeira,2021,0 - 4 anos,2024,294
Ponta do Sol,Região Autónoma da Madeira,2021,5 - 9 anos,2024,334
Ponta do Sol,Região Autónoma da Madeira,2021,75 - 79 anos,2024,374
Ponta do Sol,Região Autónoma da Madeira,2021,30 - 34 anos,2024,395
Ponta do Sol,Região Autónoma da Madeira,2021,25 - 29 anos,2024,436
Ponta do Sol,Região Autónoma da Madeira,2021,70 - 74 anos,2024,438
Ponta do Sol,Região Autónoma da Madeira,2021,10 - 14 anos,2024,440
Ponta do Sol,Região Autónoma da Madeira,2021,65 - 69 anos,2024,447
Ponta do Sol,Região Autónoma da Madeira,2021,35 - 39 anos,2024,449
Ponta do Sol,Região Autónoma da Madeira,2021,20 - 24 anos,2024,506
Ponta do Sol,Região Autónoma da Madeira,2021,60 - 64 anos,2024,539
Ponta do Sol,Região Autónoma da Madeira,2021,15 - 19 anos,2024,544
Ponta do Sol,Região Autónoma da Madeira,2021,40 - 44 anos,2024,582
Ponta do Sol,Região Autónoma da Madeira,2021,55 - 59 anos,2024,610
Ponta do Sol,Região Autónoma da Madeira,2021,45 - 49 anos,2024,664
Ponta do Sol,Região Autónoma da Madeira,2021,50 - 54 anos,2024,672
Ponta do Sol,Região Autónoma da Madeira,2021,Total,2024,8257
Ponta do Sol,Região Autónoma da Madeira,2022,85 e mais anos,2024,230
Ponta do Sol,Região Autónoma da Madeira,2022,80 - 84 anos,2024,293
Ponta do Sol,Região Autónoma da Madeira,2022,0 - 4 anos,2024,309
Ponta do Sol,Região Autónoma da Madeira,2022,5 - 9 anos,2024,315
Ponta do Sol,Região Autónoma da Madeira,2022,75 - 79 anos,2024,382
Ponta do Sol,Região Autónoma da Madeira,2022,30 - 34 anos,2024,405
Ponta do Sol,Região Autónoma da Madeira,2022,25 - 29 anos,2024,440
Ponta do Sol,Região Autónoma da Madeira,2022,10 - 14 anos,2024,446
Ponta do Sol,Região Autónoma da Madeira,2022,65 - 69 anos,2024,457
Ponta do Sol,Região Autónoma da Madeira,2022,70 - 74 anos,2024,458
Ponta do Sol,Região Autónoma da Madeira,2022,35 - 39 anos,2024,461
Ponta do Sol,Região Autónoma da Madeira,2022,20 - 24 anos,2024,507
Ponta do Sol,Região Autónoma da Madeira,2022,15 - 19 anos,2024,528
Ponta do Sol,Região Autónoma da Madeira,2022,40 - 44 anos,2024,560
Ponta do Sol,Região Autónoma da Madeira,2022,60 - 64 anos,2024,579
Ponta do Sol,Região Autónoma da Madeira,2022,55 - 59 anos,2024,653
Ponta do Sol,Região Autónoma da Madeira,2022,50 - 54 anos,2024,658
Ponta do Sol,Região Autónoma da Madeira,2022,45 - 49 anos,2024,696
Ponta do Sol,Região Autónoma da Madeira,2022,Total,2024,8377
Ponta do Sol,Região Autónoma da Madeira,2023,85 e mais anos,2024,234
Ponta do Sol,Região Autónoma da Madeira,2023,80 - 84 anos,2024,304
Ponta do Sol,Região Autónoma da Madeira,2023,5 - 9 anos,2024,328
Ponta do Sol,Região Autónoma da Madeira,2023,0 - 4 anos,2024,329
Ponta do Sol,Região Autónoma da Madeira,2023,75 - 79 anos,2024,356
Ponta do Sol,Região Autónoma da Madeira,2023,30 - 34 anos,2024,428
Ponta do Sol,Região Autónoma da Madeira,2023,10 - 14 anos,2024,443
Ponta do Sol,Região Autónoma da Madeira,2023,65 - 69 anos,2024,469
Ponta do Sol,Região Autónoma da Madeira,2023,70 - 74 anos,2024,471
Ponta do Sol,Região Autónoma da Madeira,2023,25 - 29 anos,2024,473
Ponta do Sol,Região Autónoma da Madeira,2023,35 - 39 anos,2024,484
Ponta do Sol,Região Autónoma da Madeira,2023,15 - 19 anos,2024,498
Ponta do Sol,Região Autónoma da Madeira,2023,20 - 24 anos,2024,526
Ponta do Sol,Região Autónoma da Madeira,2023,40 - 44 anos,2024,546
Ponta do Sol,Região Autónoma da Madeira,2023,60 - 64 anos,2024,627
Ponta do Sol,Região Autónoma da Madeira,2023,55 - 59 anos,2024,673
Ponta do Sol,Região Autónoma da Madeira,2023,45 - 49 anos,2024,682
Ponta do Sol,Região Autónoma da Madeira,2023,50 - 54 anos,2024,697
Ponta do Sol,Região Autónoma da Madeira,2023,Total,2024,8568
Ponta do Sol,Região Autónoma da Madeira,2024,85 e mais anos,2024,242
Ponta do Sol,Região Autónoma da Madeira,2024,0 - 4 anos,2024,320
Ponta do Sol,Região Autónoma da Madeira,2024,80 - 84 anos,2024,322
Ponta do Sol,Região Autónoma da Madeira,2024,5 - 9 anos,2024,368
Ponta do Sol,Região Autónoma da Madeira,2024,75 - 79 anos,2024,373
Ponta do Sol,Região Autónoma da Madeira,2024,10 - 14 anos,2024,401
Ponta do Sol,Região Autónoma da Madeira,2024,70 - 74 anos,2024,465
Ponta do Sol,Região Autónoma da Madeira,2024,35 - 39 anos,2024,467
Ponta do Sol,Região Autónoma da Madeira,2024,30 - 34 anos,2024,477
Ponta do Sol,Região Autónoma da Madeira,2024,15 - 19 anos,2024,487
Ponta do Sol,Região Autónoma da Madeira,2024,65 - 69 anos,2024,494
Ponta do Sol,Região Autónoma da Madeira,2024,25 - 29 anos,2024,499
Ponta do Sol,Região Autónoma da Madeira,2024,20 - 24 anos,2024,527
Ponta do Sol,Região Autónoma da Madeira,2024,40 - 44 anos,2024,538
Ponta do Sol,Região Autónoma da Madeira,2024,45 - 49 anos,2024,669
Ponta do Sol,Região Autónoma da Madeira,2024,60 - 64 anos,2024,669
Ponta do Sol,Região Autónoma da Madeira,2024,55 - 59 anos,2024,698
Ponta do Sol,Região Autónoma da Madeira,2024,50 - 54 anos,2024,730
Ponta do Sol,Região Autónoma da Madeira,2024,Total,2024,8746
Ponta do Sol,Região Autónoma da Madeira,2025,55 - 59 anos,2024,731
Ponta do Sol,Região Autónoma da Madeira,2025,60 - 64 anos,2024,651
Ponta do Sol,Região Autónoma da Madeira,2025,65 - 69 anos,2024,537
Ponta do Sol,Região Autónoma da Madeira,2025,70 - 74 anos,2024,495
Ponta do Sol,Região Autónoma da Madeira,2025,75 - 79 anos,2024,385
Ponta do Sol,Região Autónoma da Madeira,2025,80 - 84 anos,2024,320
Ponta do Sol,Região Autónoma da Madeira,2025,85 e mais anos,2024,232
Ponta do Sol,Região Autónoma da Madeira,2025,Total,2024,8806
Ponta do Sol,Região Autónoma da Madeira,2025,0 - 4 anos,2024,320
Ponta do Sol,Região Autónoma da Madeira,2025,5 - 9 anos,2024,361
Ponta do Sol,Região Autónoma da Madeira,2025,10 - 14 anos,2024,384
Ponta do Sol,Região Autónoma da Madeira,2025,15 - 19 anos,2024,460
Ponta do Sol,Região Autónoma da Madeira,2025,20 - 24 anos,2024,547
Ponta do Sol,Região Autónoma da Madeira,2025,25 - 29 anos,2024,544
Ponta do Sol,Região Autónoma da Madeira,2025,30 - 34 anos,2024,474
Ponta do Sol,Região Autónoma da Madeira,2025,35 - 39 anos,2024,489
Ponta do Sol,Região Autónoma da Madeira,2025,40 - 44 anos,2024,510
Ponta do Sol,Região Autónoma da Madeira,2025,45 - 49 anos,2024,651
Ponta do Sol,Região Autónoma da Madeira,2025,50 - 54 anos,2024,715
Ponte da Barca,Viana do Castelo,2020,0 - 4 anos,2013,356
Ponte da Barca,Viana do Castelo,2020,5 - 9 anos,2013,402
Ponte da Barca,Viana do Castelo,2020,10 - 14 anos,2013,433
Ponte da Barca,Viana do Castelo,2020,30 - 34 anos,2013,497
Ponte da Barca,Viana do Castelo,2020,25 - 29 anos,2013,507
Ponte da Barca,Viana do Castelo,2020,15 - 19 anos,2013,522
Ponte da Barca,Viana do Castelo,2020,85 e mais anos,2013,540
Ponte da Barca,Viana do Castelo,2020,20 - 24 anos,2013,565
Ponte da Barca,Viana do Castelo,2020,80 - 84 anos,2013,580
Ponte da Barca,Viana do Castelo,2020,35 - 39 anos,2013,604
Ponte da Barca,Viana do Castelo,2020,75 - 79 anos,2013,655
Ponte da Barca,Viana do Castelo,2020,40 - 44 anos,2013,714
Ponte da Barca,Viana do Castelo,2020,70 - 74 anos,2013,770
Ponte da Barca,Viana do Castelo,2020,65 - 69 anos,2013,775
Ponte da Barca,Viana do Castelo,2020,50 - 54 anos,2013,777
Ponte da Barca,Viana do Castelo,2020,45 - 49 anos,2013,788
Ponte da Barca,Viana do Castelo,2020,60 - 64 anos,2013,801
Ponte da Barca,Viana do Castelo,2020,55 - 59 anos,2013,839
Ponte da Barca,Viana do Castelo,2020,Total,2013,11125
Ponte da Barca,Viana do Castelo,2021,0 - 4 anos,2024,333
Ponte da Barca,Viana do Castelo,2021,5 - 9 anos,2024,396
Ponte da Barca,Viana do Castelo,2021,10 - 14 anos,2024,447
Ponte da Barca,Viana do Castelo,2021,15 - 19 anos,2024,488
Ponte da Barca,Viana do Castelo,2021,25 - 29 anos,2024,533
Ponte da Barca,Viana do Castelo,2021,30 - 34 anos,2024,534
Ponte da Barca,Viana do Castelo,2021,20 - 24 anos,2024,552
Ponte da Barca,Viana do Castelo,2021,80 - 84 anos,2024,556
Ponte da Barca,Viana do Castelo,2021,85 e mais anos,2024,573
Ponte da Barca,Viana do Castelo,2021,35 - 39 anos,2024,599
Ponte da Barca,Viana do Castelo,2021,75 - 79 anos,2024,638
Ponte da Barca,Viana do Castelo,2021,40 - 44 anos,2024,706
Ponte da Barca,Viana do Castelo,2021,70 - 74 anos,2024,727
Ponte da Barca,Viana do Castelo,2021,60 - 64 anos,2024,733
Ponte da Barca,Viana do Castelo,2021,50 - 54 anos,2024,743
Ponte da Barca,Viana do Castelo,2021,65 - 69 anos,2024,747
Ponte da Barca,Viana do Castelo,2021,55 - 59 anos,2024,783
Ponte da Barca,Viana do Castelo,2021,45 - 49 anos,2024,804
Ponte da Barca,Viana do Castelo,2021,Total,2024,10892
Ponte da Barca,Viana do Castelo,2022,0 - 4 anos,2024,366
Ponte da Barca,Viana do Castelo,2022,5 - 9 anos,2024,396
Ponte da Barca,Viana do Castelo,2022,10 - 14 anos,2024,447
Ponte da Barca,Viana do Castelo,2022,15 - 19 anos,2024,504
Ponte da Barca,Viana do Castelo,2022,80 - 84 anos,2024,538
Ponte da Barca,Viana do Castelo,2022,30 - 34 anos,2024,541
Ponte da Barca,Viana do Castelo,2022,25 - 29 anos,2024,548
Ponte da Barca,Viana do Castelo,2022,20 - 24 anos,2024,565
Ponte da Barca,Viana do Castelo,2022,85 e mais anos,2024,583
Ponte da Barca,Viana do Castelo,2022,35 - 39 anos,2024,589
Ponte da Barca,Viana do Castelo,2022,75 - 79 anos,2024,670
Ponte da Barca,Viana do Castelo,2022,40 - 44 anos,2024,693
Ponte da Barca,Viana do Castelo,2022,60 - 64 anos,2024,737
Ponte da Barca,Viana do Castelo,2022,70 - 74 anos,2024,747
Ponte da Barca,Viana do Castelo,2022,65 - 69 anos,2024,758
Ponte da Barca,Viana do Castelo,2022,50 - 54 anos,2024,767
Ponte da Barca,Viana do Castelo,2022,55 - 59 anos,2024,767
Ponte da Barca,Viana do Castelo,2022,45 - 49 anos,2024,808
Ponte da Barca,Viana do Castelo,2022,Total,2024,11024
Ponte da Barca,Viana do Castelo,2023,0 - 4 anos,2024,358
Ponte da Barca,Viana do Castelo,2023,5 - 9 anos,2024,400
Ponte da Barca,Viana do Castelo,2023,10 - 14 anos,2024,445
Ponte da Barca,Viana do Castelo,2023,15 - 19 anos,2024,508
Ponte da Barca,Viana do Castelo,2023,80 - 84 anos,2024,517
Ponte da Barca,Viana do Castelo,2023,30 - 34 anos,2024,545
Ponte da Barca,Viana do Castelo,2023,25 - 29 anos,2024,547
Ponte da Barca,Viana do Castelo,2023,20 - 24 anos,2024,557
Ponte da Barca,Viana do Castelo,2023,35 - 39 anos,2024,586
Ponte da Barca,Viana do Castelo,2023,85 e mais anos,2024,626
Ponte da Barca,Viana do Castelo,2023,40 - 44 anos,2024,698
Ponte da Barca,Viana do Castelo,2023,75 - 79 anos,2024,705
Ponte da Barca,Viana do Castelo,2023,70 - 74 anos,2024,728
Ponte da Barca,Viana do Castelo,2023,60 - 64 anos,2024,753
Ponte da Barca,Viana do Castelo,2023,65 - 69 anos,2024,765
Ponte da Barca,Viana do Castelo,2023,50 - 54 anos,2024,788
Ponte da Barca,Viana do Castelo,2023,55 - 59 anos,2024,792
Ponte da Barca,Viana do Castelo,2023,45 - 49 anos,2024,803
Ponte da Barca,Viana do Castelo,2023,Total,2024,11121
Ponte da Barca,Viana do Castelo,2024,0 - 4 anos,2024,352
Ponte da Barca,Viana do Castelo,2024,5 - 9 anos,2024,412
Ponte da Barca,Viana do Castelo,2024,10 - 14 anos,2024,445
Ponte da Barca,Viana do Castelo,2024,15 - 19 anos,2024,497
Ponte da Barca,Viana do Castelo,2024,80 - 84 anos,2024,521
Ponte da Barca,Viana do Castelo,2024,25 - 29 anos,2024,525
Ponte da Barca,Viana do Castelo,2024,20 - 24 anos,2024,546
Ponte da Barca,Viana do Castelo,2024,30 - 34 anos,2024,550
Ponte da Barca,Viana do Castelo,2024,35 - 39 anos,2024,574
Ponte da Barca,Viana do Castelo,2024,85 e mais anos,2024,656
Ponte da Barca,Viana do Castelo,2024,40 - 44 anos,2024,671
Ponte da Barca,Viana do Castelo,2024,75 - 79 anos,2024,715
Ponte da Barca,Viana do Castelo,2024,70 - 74 anos,2024,725
Ponte da Barca,Viana do Castelo,2024,55 - 59 anos,2024,756
Ponte da Barca,Viana do Castelo,2024,65 - 69 anos,2024,786
Ponte da Barca,Viana do Castelo,2024,45 - 49 anos,2024,791
Ponte da Barca,Viana do Castelo,2024,60 - 64 anos,2024,798
Ponte da Barca,Viana do Castelo,2024,50 - 54 anos,2024,802
Ponte da Barca,Viana do Castelo,2024,Total,2024,11122
Ponte da Barca,Viana do Castelo,2025,55 - 59 anos,2024,767
Ponte da Barca,Viana do Castelo,2025,60 - 64 anos,2024,820
Ponte da Barca,Viana do Castelo,2025,65 - 69 anos,2024,764
Ponte da Barca,Viana do Castelo,2025,70 - 74 anos,2024,744
Ponte da Barca,Viana do Castelo,2025,75 - 79 anos,2024,700
Ponte da Barca,Viana do Castelo,2025,80 - 84 anos,2024,541
Ponte da Barca,Viana do Castelo,2025,85 e mais anos,2024,663
Ponte da Barca,Viana do Castelo,2025,Total,2024,11115
Ponte da Barca,Viana do Castelo,2025,0 - 4 anos,2024,363
Ponte da Barca,Viana do Castelo,2025,5 - 9 anos,2024,394
Ponte da Barca,Viana do Castelo,2025,10 - 14 anos,2024,453
Ponte da Barca,Viana do Castelo,2025,15 - 19 anos,2024,469
Ponte da Barca,Viana do Castelo,2025,20 - 24 anos,2024,524
Ponte da Barca,Viana do Castelo,2025,25 - 29 anos,2024,562
Ponte da Barca,Viana do Castelo,2025,30 - 34 anos,2024,538
Ponte da Barca,Viana do Castelo,2025,35 - 39 anos,2024,566
Ponte da Barca,Viana do Castelo,2025,40 - 44 anos,2024,659
Ponte da Barca,Viana do Castelo,2025,45 - 49 anos,2024,778
Ponte da Barca,Viana do Castelo,2025,50 - 54 anos,2024,810
Ponte de Lima,Viana do Castelo,2020,0 - 4 anos,2013,1478
Ponte de Lima,Viana do Castelo,2020,80 - 84 anos,2013,1586
Ponte de Lima,Viana do Castelo,2020,5 - 9 anos,2013,1591
Ponte de Lima,Viana do Castelo,2020,85 e mais anos,2013,1641
Ponte de Lima,Viana do Castelo,2020,10 - 14 anos,2013,1952
Ponte de Lima,Viana do Castelo,2020,75 - 79 anos,2013,1961
Ponte de Lima,Viana do Castelo,2020,30 - 34 anos,2013,1999
Ponte de Lima,Viana do Castelo,2020,25 - 29 anos,2013,2141
Ponte de Lima,Viana do Castelo,2020,15 - 19 anos,2013,2256
Ponte de Lima,Viana do Castelo,2020,70 - 74 anos,2013,2284
Ponte de Lima,Viana do Castelo,2020,20 - 24 anos,2013,2318
Ponte de Lima,Viana do Castelo,2020,35 - 39 anos,2013,2511
Ponte de Lima,Viana do Castelo,2020,65 - 69 anos,2013,2558
Ponte de Lima,Viana do Castelo,2020,60 - 64 anos,2013,2636
Ponte de Lima,Viana do Castelo,2020,40 - 44 anos,2013,2932
Ponte de Lima,Viana do Castelo,2020,55 - 59 anos,2013,3057
Ponte de Lima,Viana do Castelo,2020,50 - 54 anos,2013,3149
Ponte de Lima,Viana do Castelo,2020,45 - 49 anos,2013,3289
Ponte de Lima,Viana do Castelo,2020,Total,2013,41339
Ponte de Lima,Viana do Castelo,2021,0 - 4 anos,2024,1458
Ponte de Lima,Viana do Castelo,2021,80 - 84 anos,2024,1552
Ponte de Lima,Viana do Castelo,2021,5 - 9 anos,2024,1623
Ponte de Lima,Viana do Castelo,2021,85 e mais anos,2024,1688
Ponte de Lima,Viana do Castelo,2021,10 - 14 anos,2024,1877
Ponte de Lima,Viana do Castelo,2021,75 - 79 anos,2024,1984
Ponte de Lima,Viana do Castelo,2021,30 - 34 anos,2024,2098
Ponte de Lima,Viana do Castelo,2021,25 - 29 anos,2024,2202
Ponte de Lima,Viana do Castelo,2021,15 - 19 anos,2024,2236
Ponte de Lima,Viana do Castelo,2021,70 - 74 anos,2024,2294
Ponte de Lima,Viana do Castelo,2021,20 - 24 anos,2024,2327
Ponte de Lima,Viana do Castelo,2021,65 - 69 anos,2024,2417
Ponte de Lima,Viana do Castelo,2021,35 - 39 anos,2024,2447
Ponte de Lima,Viana do Castelo,2021,60 - 64 anos,2024,2657
Ponte de Lima,Viana do Castelo,2021,40 - 44 anos,2024,2830
Ponte de Lima,Viana do Castelo,2021,55 - 59 anos,2024,2927
Ponte de Lima,Viana do Castelo,2021,50 - 54 anos,2024,3065
Ponte de Lima,Viana do Castelo,2021,45 - 49 anos,2024,3224
Ponte de Lima,Viana do Castelo,2021,Total,2024,40906
Ponte de Lima,Viana do Castelo,2022,0 - 4 anos,2024,1532
Ponte de Lima,Viana do Castelo,2022,80 - 84 anos,2024,1532
Ponte de Lima,Viana do Castelo,2022,5 - 9 anos,2024,1645
Ponte de Lima,Viana do Castelo,2022,85 e mais anos,2024,1711
Ponte de Lima,Viana do Castelo,2022,10 - 14 anos,2024,1899
Ponte de Lima,Viana do Castelo,2022,75 - 79 anos,2024,2014
Ponte de Lima,Viana do Castelo,2022,15 - 19 anos,2024,2187
Ponte de Lima,Viana do Castelo,2022,30 - 34 anos,2024,2267
Ponte de Lima,Viana do Castelo,2022,25 - 29 anos,2024,2274
Ponte de Lima,Viana do Castelo,2022,35 - 39 anos,2024,2363
Ponte de Lima,Viana do Castelo,2022,20 - 24 anos,2024,2385
Ponte de Lima,Viana do Castelo,2022,70 - 74 anos,2024,2400
Ponte de Lima,Viana do Castelo,2022,65 - 69 anos,2024,2429
Ponte de Lima,Viana do Castelo,2022,60 - 64 anos,2024,2759
Ponte de Lima,Viana do Castelo,2022,40 - 44 anos,2024,2836
Ponte de Lima,Viana do Castelo,2022,55 - 59 anos,2024,2937
Ponte de Lima,Viana do Castelo,2022,50 - 54 anos,2024,3105
Ponte de Lima,Viana do Castelo,2022,45 - 49 anos,2024,3260
Ponte de Lima,Viana do Castelo,2022,Total,2024,41535
Ponte de Lima,Viana do Castelo,2023,80 - 84 anos,2024,1503
Ponte de Lima,Viana do Castelo,2023,0 - 4 anos,2024,1529
Ponte de Lima,Viana do Castelo,2023,5 - 9 anos,2024,1698
Ponte de Lima,Viana do Castelo,2023,85 e mais anos,2024,1776
Ponte de Lima,Viana do Castelo,2023,10 - 14 anos,2024,1896
Ponte de Lima,Viana do Castelo,2023,75 - 79 anos,2024,2088
Ponte de Lima,Viana do Castelo,2023,15 - 19 anos,2024,2162
Ponte de Lima,Viana do Castelo,2023,25 - 29 anos,2024,2337
Ponte de Lima,Viana do Castelo,2023,35 - 39 anos,2024,2362
Ponte de Lima,Viana do Castelo,2023,30 - 34 anos,2024,2376
Ponte de Lima,Viana do Castelo,2023,20 - 24 anos,2024,2395
Ponte de Lima,Viana do Castelo,2023,70 - 74 anos,2024,2415
Ponte de Lima,Viana do Castelo,2023,65 - 69 anos,2024,2463
Ponte de Lima,Viana do Castelo,2023,60 - 64 anos,2024,2838
Ponte de Lima,Viana do Castelo,2023,40 - 44 anos,2024,2845
Ponte de Lima,Viana do Castelo,2023,55 - 59 anos,2024,2991
Ponte de Lima,Viana do Castelo,2023,50 - 54 anos,2024,3166
Ponte de Lima,Viana do Castelo,2023,45 - 49 anos,2024,3244
Ponte de Lima,Viana do Castelo,2023,Total,2024,42084
Ponte de Lima,Viana do Castelo,2024,0 - 4 anos,2024,1529
Ponte de Lima,Viana do Castelo,2024,80 - 84 anos,2024,1533
Ponte de Lima,Viana do Castelo,2024,5 - 9 anos,2024,1745
Ponte de Lima,Viana do Castelo,2024,85 e mais anos,2024,1864
Ponte de Lima,Viana do Castelo,2024,10 - 14 anos,2024,1874
Ponte de Lima,Viana do Castelo,2024,75 - 79 anos,2024,2106
Ponte de Lima,Viana do Castelo,2024,15 - 19 anos,2024,2119
Ponte de Lima,Viana do Castelo,2024,35 - 39 anos,2024,2369
Ponte de Lima,Viana do Castelo,2024,25 - 29 anos,2024,2380
Ponte de Lima,Viana do Castelo,2024,20 - 24 anos,2024,2384
Ponte de Lima,Viana do Castelo,2024,30 - 34 anos,2024,2404
Ponte de Lima,Viana do Castelo,2024,70 - 74 anos,2024,2421
Ponte de Lima,Viana do Castelo,2024,65 - 69 anos,2024,2544
Ponte de Lima,Viana do Castelo,2024,40 - 44 anos,2024,2906
Ponte de Lima,Viana do Castelo,2024,60 - 64 anos,2024,2929
Ponte de Lima,Viana do Castelo,2024,55 - 59 anos,2024,3046
Ponte de Lima,Viana do Castelo,2024,45 - 49 anos,2024,3181
Ponte de Lima,Viana do Castelo,2024,50 - 54 anos,2024,3254
Ponte de Lima,Viana do Castelo,2024,Total,2024,42588
Ponte de Lima,Viana do Castelo,2025,55 - 59 anos,2024,3072
Ponte de Lima,Viana do Castelo,2025,60 - 64 anos,2024,3007
Ponte de Lima,Viana do Castelo,2025,65 - 69 anos,2024,2606
Ponte de Lima,Viana do Castelo,2025,70 - 74 anos,2024,2450
Ponte de Lima,Viana do Castelo,2025,75 - 79 anos,2024,2083
Ponte de Lima,Viana do Castelo,2025,80 - 84 anos,2024,1601
Ponte de Lima,Viana do Castelo,2025,85 e mais anos,2024,1900
Ponte de Lima,Viana do Castelo,2025,Total,2024,42933
Ponte de Lima,Viana do Castelo,2025,0 - 4 anos,2024,1535
Ponte de Lima,Viana do Castelo,2025,5 - 9 anos,2024,1747
Ponte de Lima,Viana do Castelo,2025,10 - 14 anos,2024,1848
Ponte de Lima,Viana do Castelo,2025,15 - 19 anos,2024,2092
Ponte de Lima,Viana do Castelo,2025,20 - 24 anos,2024,2369
Ponte de Lima,Viana do Castelo,2025,25 - 29 anos,2024,2412
Ponte de Lima,Viana do Castelo,2025,30 - 34 anos,2024,2449
Ponte de Lima,Viana do Castelo,2025,35 - 39 anos,2024,2448
Ponte de Lima,Viana do Castelo,2025,40 - 44 anos,2024,2877
Ponte de Lima,Viana do Castelo,2025,45 - 49 anos,2024,3105
Ponte de Lima,Viana do Castelo,2025,50 - 54 anos,2024,3332
Ponte de Sor,Portalegre,2020,0 - 4 anos,2013,581
Ponte de Sor,Portalegre,2020,5 - 9 anos,2013,589
Ponte de Sor,Portalegre,2020,10 - 14 anos,2013,604
Ponte de Sor,Portalegre,2020,30 - 34 anos,2013,664
Ponte de Sor,Portalegre,2020,15 - 19 anos,2013,671
Ponte de Sor,Portalegre,2020,25 - 29 anos,2013,672
Ponte de Sor,Portalegre,2020,20 - 24 anos,2013,703
Ponte de Sor,Portalegre,2020,80 - 84 anos,2013,752
Ponte de Sor,Portalegre,2020,75 - 79 anos,2013,784
Ponte de Sor,Portalegre,2020,35 - 39 anos,2013,789
Ponte de Sor,Portalegre,2020,85 e mais anos,2013,884
Ponte de Sor,Portalegre,2020,70 - 74 anos,2013,935
Ponte de Sor,Portalegre,2020,40 - 44 anos,2013,1000
Ponte de Sor,Portalegre,2020,45 - 49 anos,2013,1059
Ponte de Sor,Portalegre,2020,65 - 69 anos,2013,1089
Ponte de Sor,Portalegre,2020,50 - 54 anos,2013,1094
Ponte de Sor,Portalegre,2020,55 - 59 anos,2013,1222
Ponte de Sor,Portalegre,2020,60 - 64 anos,2013,1240
Ponte de Sor,Portalegre,2020,Total,2013,15332
Ponte de Sor,Portalegre,2021,0 - 4 anos,2024,548
Ponte de Sor,Portalegre,2021,5 - 9 anos,2024,589
Ponte de Sor,Portalegre,2021,10 - 14 anos,2024,628
Ponte de Sor,Portalegre,2021,15 - 19 anos,2024,679
Ponte de Sor,Portalegre,2021,25 - 29 anos,2024,697
