concelho,distrito,ano,dim_4_t,classificacao_nuts,valor
Abrantes,Santarém,2020,0 - 4 anos,2013,1066
Abrantes,Santarém,2020,5 - 9 anos,2013,1135
Abrantes,Santarém,2020,25 - 29 anos,2013,1266
Abrantes,Santarém,2020,30 - 34 anos,2013,1345
Abrantes,Santarém,2020,10 - 14 anos,2013,1453
Abrantes,Santarém,2020,20 - 24 anos,2013,1609
Abrantes,Santarém,2020,15 - 19 anos,2013,1623
Abrantes,Santarém,2020,35 - 39 anos,2013,1686
Abrantes,Santarém,2020,80 - 84 anos,2013,1737
Abrantes,Santarém,2020,75 - 79 anos,2013,1943
Abrantes,Santarém,2020,85 e mais anos,2013,2004
Abrantes,Santarém,2020,40 - 44 anos,2013,2215
Abrantes,Santarém,2020,70 - 74 anos,2013,2336
Abrantes,Santarém,2020,45 - 49 anos,2013,2465
Abrantes,Santarém,2020,50 - 54 anos,2013,2493
Abrantes,Santarém,2020,65 - 69 anos,2013,2666
Abrantes,Santarém,2020,55 - 59 anos,2013,2744
Abrantes,Santarém,2020,60 - 64 anos,2013,2772
Abrantes,Santarém,2020,Total,2013,34558
Abrantes,Santarém,2021,0 - 4 anos,2024,996
Abrantes,Santarém,2021,5 - 9 anos,2024,1160
Abrantes,Santarém,2021,10 - 14 anos,2024,1396
Abrantes,Santarém,2021,25 - 29 anos,2024,1405
Abrantes,Santarém,2021,30 - 34 anos,2024,1413
Abrantes,Santarém,2021,15 - 19 anos,2024,1607
Abrantes,Santarém,2021,35 - 39 anos,2024,1682
Abrantes,Santarém,2021,80 - 84 anos,2024,1695
Abrantes,Santarém,2021,20 - 24 anos,2024,1702
Abrantes,Santarém,2021,75 - 79 anos,2024,1987
Abrantes,Santarém,2021,40 - 44 anos,2024,2069
Abrantes,Santarém,2021,85 e mais anos,2024,2169
Abrantes,Santarém,2021,70 - 74 anos,2024,2299
Abrantes,Santarém,2021,50 - 54 anos,2024,2467
Abrantes,Santarém,2021,45 - 49 anos,2024,2509
Abrantes,Santarém,2021,55 - 59 anos,2024,2653
Abrantes,Santarém,2021,65 - 69 anos,2024,2693
Abrantes,Santarém,2021,60 - 64 anos,2024,2728
Abrantes,Santarém,2021,Total,2024,34630
Abrantes,Santarém,2022,0 - 4 anos,2024,1019
Abrantes,Santarém,2022,5 - 9 anos,2024,1208
Abrantes,Santarém,2022,10 - 14 anos,2024,1390
Abrantes,Santarém,2022,30 - 34 anos,2024,1397
Abrantes,Santarém,2022,25 - 29 anos,2024,1521
Abrantes,Santarém,2022,80 - 84 anos,2024,1616
Abrantes,Santarém,2022,15 - 19 anos,2024,1675
Abrantes,Santarém,2022,20 - 24 anos,2024,1704
Abrantes,Santarém,2022,35 - 39 anos,2024,1728
Abrantes,Santarém,2022,40 - 44 anos,2024,2014
Abrantes,Santarém,2022,75 - 79 anos,2024,2024
Abrantes,Santarém,2022,85 e mais anos,2024,2158
Abrantes,Santarém,2022,70 - 74 anos,2024,2421
Abrantes,Santarém,2022,45 - 49 anos,2024,2489
Abrantes,Santarém,2022,50 - 54 anos,2024,2528
Abrantes,Santarém,2022,55 - 59 anos,2024,2603
Abrantes,Santarém,2022,65 - 69 anos,2024,2643
Abrantes,Santarém,2022,60 - 64 anos,2024,2726
Abrantes,Santarém,2022,Total,2024,34864
Abrantes,Santarém,2023,0 - 4 anos,2024,1078
Abrantes,Santarém,2023,5 - 9 anos,2024,1306
Abrantes,Santarém,2023,10 - 14 anos,2024,1433
Abrantes,Santarém,2023,30 - 34 anos,2024,1532
Abrantes,Santarém,2023,80 - 84 anos,2024,1572
Abrantes,Santarém,2023,25 - 29 anos,2024,1614
Abrantes,Santarém,2023,35 - 39 anos,2024,1681
Abrantes,Santarém,2023,15 - 19 anos,2024,1717
Abrantes,Santarém,2023,20 - 24 anos,2024,1772
Abrantes,Santarém,2023,40 - 44 anos,2024,2039
Abrantes,Santarém,2023,75 - 79 anos,2024,2087
Abrantes,Santarém,2023,85 e mais anos,2024,2168
Abrantes,Santarém,2023,70 - 74 anos,2024,2441
Abrantes,Santarém,2023,50 - 54 anos,2024,2498
Abrantes,Santarém,2023,45 - 49 anos,2024,2501
Abrantes,Santarém,2023,55 - 59 anos,2024,2613
Abrantes,Santarém,2023,65 - 69 anos,2024,2691
Abrantes,Santarém,2023,60 - 64 anos,2024,2741
Abrantes,Santarém,2023,Total,2024,35484
Abrantes,Santarém,2024,0 - 4 anos,2024,1139
Abrantes,Santarém,2024,5 - 9 anos,2024,1366
Abrantes,Santarém,2024,10 - 14 anos,2024,1500
Abrantes,Santarém,2024,80 - 84 anos,2024,1552
Abrantes,Santarém,2024,30 - 34 anos,2024,1561
Abrantes,Santarém,2024,35 - 39 anos,2024,1703
Abrantes,Santarém,2024,15 - 19 anos,2024,1711
Abrantes,Santarém,2024,25 - 29 anos,2024,1732
Abrantes,Santarém,2024,20 - 24 anos,2024,1814
Abrantes,Santarém,2024,40 - 44 anos,2024,2082
Abrantes,Santarém,2024,75 - 79 anos,2024,2159
Abrantes,Santarém,2024,85 e mais anos,2024,2185
Abrantes,Santarém,2024,45 - 49 anos,2024,2473
Abrantes,Santarém,2024,70 - 74 anos,2024,2488
Abrantes,Santarém,2024,50 - 54 anos,2024,2509
Abrantes,Santarém,2024,55 - 59 anos,2024,2601
Abrantes,Santarém,2024,65 - 69 anos,2024,2714
Abrantes,Santarém,2024,60 - 64 anos,2024,2744
Abrantes,Santarém,2024,Total,2024,36033
Abrantes,Santarém,2025,55 - 59 anos,2024,2584
Abrantes,Santarém,2025,60 - 64 anos,2024,2713
Abrantes,Santarém,2025,65 - 69 anos,2024,2753
Abrantes,Santarém,2025,70 - 74 anos,2024,2545
Abrantes,Santarém,2025,75 - 79 anos,2024,2149
Abrantes,Santarém,2025,80 - 84 anos,2024,1654
Abrantes,Santarém,2025,85 e mais anos,2024,2122
Abrantes,Santarém,2025,Total,2024,36106
Abrantes,Santarém,2025,0 - 4 anos,2024,1112
Abrantes,Santarém,2025,5 - 9 anos,2024,1361
Abrantes,Santarém,2025,10 - 14 anos,2024,1462
Abrantes,Santarém,2025,15 - 19 anos,2024,1699
Abrantes,Santarém,2025,20 - 24 anos,2024,1814
Abrantes,Santarém,2025,25 - 29 anos,2024,1786
Abrantes,Santarém,2025,30 - 34 anos,2024,1585
Abrantes,Santarém,2025,35 - 39 anos,2024,1759
Abrantes,Santarém,2025,40 - 44 anos,2024,2048
Abrantes,Santarém,2025,45 - 49 anos,2024,2381
Abrantes,Santarém,2025,50 - 54 anos,2024,2579
Aguiar da Beira,Guarda,2020,0 - 4 anos,2013,122
Aguiar da Beira,Guarda,2020,5 - 9 anos,2013,144
Aguiar da Beira,Guarda,2020,30 - 34 anos,2013,180
Aguiar da Beira,Guarda,2020,25 - 29 anos,2013,185
Aguiar da Beira,Guarda,2020,10 - 14 anos,2013,186
Aguiar da Beira,Guarda,2020,15 - 19 anos,2013,201
Aguiar da Beira,Guarda,2020,20 - 24 anos,2013,227
Aguiar da Beira,Guarda,2020,35 - 39 anos,2013,228
Aguiar da Beira,Guarda,2020,40 - 44 anos,2013,285
Aguiar da Beira,Guarda,2020,45 - 49 anos,2013,298
Aguiar da Beira,Guarda,2020,50 - 54 anos,2013,330
Aguiar da Beira,Guarda,2020,80 - 84 anos,2013,352
Aguiar da Beira,Guarda,2020,75 - 79 anos,2013,360
Aguiar da Beira,Guarda,2020,55 - 59 anos,2013,434
Aguiar da Beira,Guarda,2020,85 e mais anos,2013,440
Aguiar da Beira,Guarda,2020,70 - 74 anos,2013,455
Aguiar da Beira,Guarda,2020,60 - 64 anos,2013,459
Aguiar da Beira,Guarda,2020,65 - 69 anos,2013,463
Aguiar da Beira,Guarda,2020,Total,2013,5349
Aguiar da Beira,Guarda,2021,5 - 9 anos,2024,131
Aguiar da Beira,Guarda,2021,0 - 4 anos,2024,133
Aguiar da Beira,Guarda,2021,10 - 14 anos,2024,166
Aguiar da Beira,Guarda,2021,30 - 34 anos,2024,196
Aguiar da Beira,Guarda,2021,15 - 19 anos,2024,197
Aguiar da Beira,Guarda,2021,35 - 39 anos,2024,208
Aguiar da Beira,Guarda,2021,25 - 29 anos,2024,214
Aguiar da Beira,Guarda,2021,20 - 24 anos,2024,224
Aguiar da Beira,Guarda,2021,45 - 49 anos,2024,275
Aguiar da Beira,Guarda,2021,80 - 84 anos,2024,280
Aguiar da Beira,Guarda,2021,40 - 44 anos,2024,286
Aguiar da Beira,Guarda,2021,50 - 54 anos,2024,301
Aguiar da Beira,Guarda,2021,75 - 79 anos,2024,323
Aguiar da Beira,Guarda,2021,85 e mais anos,2024,332
Aguiar da Beira,Guarda,2021,70 - 74 anos,2024,386
Aguiar da Beira,Guarda,2021,55 - 59 anos,2024,394
Aguiar da Beira,Guarda,2021,60 - 64 anos,2024,403
Aguiar da Beira,Guarda,2021,65 - 69 anos,2024,420
Aguiar da Beira,Guarda,2021,Total,2024,4869
Aguiar da Beira,Guarda,2022,5 - 9 anos,2024,124
Aguiar da Beira,Guarda,2022,0 - 4 anos,2024,147
Aguiar da Beira,Guarda,2022,10 - 14 anos,2024,169
Aguiar da Beira,Guarda,2022,15 - 19 anos,2024,198
Aguiar da Beira,Guarda,2022,30 - 34 anos,2024,200
Aguiar da Beira,Guarda,2022,25 - 29 anos,2024,203
Aguiar da Beira,Guarda,2022,35 - 39 anos,2024,203
Aguiar da Beira,Guarda,2022,20 - 24 anos,2024,231
Aguiar da Beira,Guarda,2022,40 - 44 anos,2024,252
Aguiar da Beira,Guarda,2022,80 - 84 anos,2024,262
Aguiar da Beira,Guarda,2022,50 - 54 anos,2024,292
Aguiar da Beira,Guarda,2022,45 - 49 anos,2024,295
Aguiar da Beira,Guarda,2022,85 e mais anos,2024,329
Aguiar da Beira,Guarda,2022,75 - 79 anos,2024,335
Aguiar da Beira,Guarda,2022,55 - 59 anos,2024,358
Aguiar da Beira,Guarda,2022,70 - 74 anos,2024,380
Aguiar da Beira,Guarda,2022,60 - 64 anos,2024,404
Aguiar da Beira,Guarda,2022,65 - 69 anos,2024,425
Aguiar da Beira,Guarda,2022,Total,2024,4807
Aguiar da Beira,Guarda,2023,5 - 9 anos,2024,132
Aguiar da Beira,Guarda,2023,0 - 4 anos,2024,137
Aguiar da Beira,Guarda,2023,10 - 14 anos,2024,173
Aguiar da Beira,Guarda,2023,35 - 39 anos,2024,193
Aguiar da Beira,Guarda,2023,30 - 34 anos,2024,198
Aguiar da Beira,Guarda,2023,15 - 19 anos,2024,207
Aguiar da Beira,Guarda,2023,20 - 24 anos,2024,212
Aguiar da Beira,Guarda,2023,25 - 29 anos,2024,218
Aguiar da Beira,Guarda,2023,40 - 44 anos,2024,245
Aguiar da Beira,Guarda,2023,80 - 84 anos,2024,252
Aguiar da Beira,Guarda,2023,45 - 49 anos,2024,289
Aguiar da Beira,Guarda,2023,50 - 54 anos,2024,304
Aguiar da Beira,Guarda,2023,85 e mais anos,2024,331
Aguiar da Beira,Guarda,2023,55 - 59 anos,2024,357
Aguiar da Beira,Guarda,2023,75 - 79 anos,2024,362
Aguiar da Beira,Guarda,2023,70 - 74 anos,2024,366
Aguiar da Beira,Guarda,2023,60 - 64 anos,2024,406
Aguiar da Beira,Guarda,2023,65 - 69 anos,2024,431
Aguiar da Beira,Guarda,2023,Total,2024,4813
Aguiar da Beira,Guarda,2024,5 - 9 anos,2024,128
Aguiar da Beira,Guarda,2024,0 - 4 anos,2024,141
Aguiar da Beira,Guarda,2024,10 - 14 anos,2024,167
Aguiar da Beira,Guarda,2024,15 - 19 anos,2024,189
Aguiar da Beira,Guarda,2024,35 - 39 anos,2024,194
Aguiar da Beira,Guarda,2024,20 - 24 anos,2024,200
Aguiar da Beira,Guarda,2024,30 - 34 anos,2024,204
Aguiar da Beira,Guarda,2024,25 - 29 anos,2024,217
Aguiar da Beira,Guarda,2024,80 - 84 anos,2024,246
Aguiar da Beira,Guarda,2024,40 - 44 anos,2024,249
Aguiar da Beira,Guarda,2024,50 - 54 anos,2024,296
Aguiar da Beira,Guarda,2024,45 - 49 anos,2024,304
Aguiar da Beira,Guarda,2024,55 - 59 anos,2024,325
Aguiar da Beira,Guarda,2024,85 e mais anos,2024,344
Aguiar da Beira,Guarda,2024,75 - 79 anos,2024,369
Aguiar da Beira,Guarda,2024,70 - 74 anos,2024,375
Aguiar da Beira,Guarda,2024,60 - 64 anos,2024,428
Aguiar da Beira,Guarda,2024,65 - 69 anos,2024,436
Aguiar da Beira,Guarda,2024,Total,2024,4812
Aguiar da Beira,Guarda,2025,55 - 59 anos,2024,310
Aguiar da Beira,Guarda,2025,60 - 64 anos,2024,431
Aguiar da Beira,Guarda,2025,65 - 69 anos,2024,437
Aguiar da Beira,Guarda,2025,70 - 74 anos,2024,404
Aguiar da Beira,Guarda,2025,75 - 79 anos,2024,381
Aguiar da Beira,Guarda,2025,80 - 84 anos,2024,250
Aguiar da Beira,Guarda,2025,85 e mais anos,2024,337
Aguiar da Beira,Guarda,2025,Total,2024,4898
Aguiar da Beira,Guarda,2025,0 - 4 anos,2024,149
Aguiar da Beira,Guarda,2025,5 - 9 anos,2024,133
Aguiar da Beira,Guarda,2025,10 - 14 anos,2024,169
Aguiar da Beira,Guarda,2025,15 - 19 anos,2024,187
Aguiar da Beira,Guarda,2025,20 - 24 anos,2024,201
Aguiar da Beira,Guarda,2025,25 - 29 anos,2024,216
Aguiar da Beira,Guarda,2025,30 - 34 anos,2024,216
Aguiar da Beira,Guarda,2025,35 - 39 anos,2024,213
Aguiar da Beira,Guarda,2025,40 - 44 anos,2024,249
Aguiar da Beira,Guarda,2025,45 - 49 anos,2024,314
Aguiar da Beira,Guarda,2025,50 - 54 anos,2024,301
Alandroal,Évora,2020,0 - 4 anos,2013,144
Alandroal,Évora,2020,5 - 9 anos,2013,164
Alandroal,Évora,2020,25 - 29 anos,2013,171
Alandroal,Évora,2020,15 - 19 anos,2013,191
Alandroal,Évora,2020,30 - 34 anos,2013,195
Alandroal,Évora,2020,20 - 24 anos,2013,200
Alandroal,Évora,2020,10 - 14 anos,2013,231
Alandroal,Évora,2020,35 - 39 anos,2013,282
Alandroal,Évora,2020,70 - 74 anos,2013,287
Alandroal,Évora,2020,75 - 79 anos,2013,297
Alandroal,Évora,2020,40 - 44 anos,2013,317
Alandroal,Évora,2020,80 - 84 anos,2013,327
Alandroal,Évora,2020,85 e mais anos,2013,340
Alandroal,Évora,2020,65 - 69 anos,2013,346
Alandroal,Évora,2020,45 - 49 anos,2013,351
Alandroal,Évora,2020,50 - 54 anos,2013,387
Alandroal,Évora,2020,60 - 64 anos,2013,402
Alandroal,Évora,2020,55 - 59 anos,2013,404
Alandroal,Évora,2020,Total,2013,5036
Alandroal,Évora,2021,0 - 4 anos,2024,141
Alandroal,Évora,2021,5 - 9 anos,2024,163
Alandroal,Évora,2021,10 - 14 anos,2024,194
Alandroal,Évora,2021,25 - 29 anos,2024,195
Alandroal,Évora,2021,15 - 19 anos,2024,203
Alandroal,Évora,2021,20 - 24 anos,2024,214
Alandroal,Évora,2021,30 - 34 anos,2024,215
Alandroal,Évora,2021,35 - 39 anos,2024,263
Alandroal,Évora,2021,75 - 79 anos,2024,275
Alandroal,Évora,2021,40 - 44 anos,2024,290
Alandroal,Évora,2021,70 - 74 anos,2024,294
Alandroal,Évora,2021,65 - 69 anos,2024,329
Alandroal,Évora,2021,80 - 84 anos,2024,337
Alandroal,Évora,2021,85 e mais anos,2024,360
Alandroal,Évora,2021,50 - 54 anos,2024,370
Alandroal,Évora,2021,45 - 49 anos,2024,376
Alandroal,Évora,2021,60 - 64 anos,2024,382
Alandroal,Évora,2021,55 - 59 anos,2024,406
Alandroal,Évora,2021,Total,2024,5007
Alandroal,Évora,2022,0 - 4 anos,2024,135
Alandroal,Évora,2022,5 - 9 anos,2024,169
Alandroal,Évora,2022,10 - 14 anos,2024,188
Alandroal,Évora,2022,25 - 29 anos,2024,200
Alandroal,Évora,2022,20 - 24 anos,2024,204
Alandroal,Évora,2022,30 - 34 anos,2024,207
Alandroal,Évora,2022,15 - 19 anos,2024,213
Alandroal,Évora,2022,75 - 79 anos,2024,277
Alandroal,Évora,2022,35 - 39 anos,2024,283
Alandroal,Évora,2022,70 - 74 anos,2024,286
Alandroal,Évora,2022,40 - 44 anos,2024,298
Alandroal,Évora,2022,80 - 84 anos,2024,305
Alandroal,Évora,2022,65 - 69 anos,2024,352
Alandroal,Évora,2022,50 - 54 anos,2024,368
Alandroal,Évora,2022,85 e mais anos,2024,370
Alandroal,Évora,2022,45 - 49 anos,2024,386
Alandroal,Évora,2022,55 - 59 anos,2024,403
Alandroal,Évora,2022,60 - 64 anos,2024,405
Alandroal,Évora,2022,Total,2024,5049
Alandroal,Évora,2023,0 - 4 anos,2024,136
Alandroal,Évora,2023,5 - 9 anos,2024,173
Alandroal,Évora,2023,10 - 14 anos,2024,186
Alandroal,Évora,2023,15 - 19 anos,2024,206
Alandroal,Évora,2023,30 - 34 anos,2024,217
Alandroal,Évora,2023,20 - 24 anos,2024,220
Alandroal,Évora,2023,25 - 29 anos,2024,230
Alandroal,Évora,2023,75 - 79 anos,2024,257
Alandroal,Évora,2023,35 - 39 anos,2024,274
Alandroal,Évora,2023,80 - 84 anos,2024,295
Alandroal,Évora,2023,40 - 44 anos,2024,297
Alandroal,Évora,2023,70 - 74 anos,2024,301
Alandroal,Évora,2023,65 - 69 anos,2024,358
Alandroal,Évora,2023,50 - 54 anos,2024,359
Alandroal,Évora,2023,85 e mais anos,2024,372
Alandroal,Évora,2023,45 - 49 anos,2024,373
Alandroal,Évora,2023,55 - 59 anos,2024,410
Alandroal,Évora,2023,60 - 64 anos,2024,431
Alandroal,Évora,2023,Total,2024,5095
Alandroal,Évora,2024,0 - 4 anos,2024,143
Alandroal,Évora,2024,5 - 9 anos,2024,170
Alandroal,Évora,2024,10 - 14 anos,2024,172
Alandroal,Évora,2024,30 - 34 anos,2024,190
Alandroal,Évora,2024,20 - 24 anos,2024,207
Alandroal,Évora,2024,15 - 19 anos,2024,210
Alandroal,Évora,2024,25 - 29 anos,2024,215
Alandroal,Évora,2024,35 - 39 anos,2024,253
Alandroal,Évora,2024,75 - 79 anos,2024,255
Alandroal,Évora,2024,80 - 84 anos,2024,271
Alandroal,Évora,2024,40 - 44 anos,2024,311
Alandroal,Évora,2024,70 - 74 anos,2024,311
Alandroal,Évora,2024,45 - 49 anos,2024,359
Alandroal,Évora,2024,50 - 54 anos,2024,365
Alandroal,Évora,2024,85 e mais anos,2024,375
Alandroal,Évora,2024,65 - 69 anos,2024,381
Alandroal,Évora,2024,55 - 59 anos,2024,383
Alandroal,Évora,2024,60 - 64 anos,2024,433
Alandroal,Évora,2024,Total,2024,5004
Alandroal,Évora,2025,55 - 59 anos,2024,382
Alandroal,Évora,2025,60 - 64 anos,2024,431
Alandroal,Évora,2025,65 - 69 anos,2024,398
Alandroal,Évora,2025,70 - 74 anos,2024,332
Alandroal,Évora,2025,75 - 79 anos,2024,256
Alandroal,Évora,2025,80 - 84 anos,2024,243
Alandroal,Évora,2025,85 e mais anos,2024,383
Alandroal,Évora,2025,Total,2024,4989
Alandroal,Évora,2025,0 - 4 anos,2024,135
Alandroal,Évora,2025,5 - 9 anos,2024,154
Alandroal,Évora,2025,10 - 14 anos,2024,176
Alandroal,Évora,2025,15 - 19 anos,2024,216
Alandroal,Évora,2025,20 - 24 anos,2024,207
Alandroal,Évora,2025,25 - 29 anos,2024,210
Alandroal,Évora,2025,30 - 34 anos,2024,193
Alandroal,Évora,2025,35 - 39 anos,2024,242
Alandroal,Évora,2025,40 - 44 anos,2024,311
Alandroal,Évora,2025,45 - 49 anos,2024,349
Alandroal,Évora,2025,50 - 54 anos,2024,371
Albergaria-a-Velha,Aveiro,2020,85 e mais anos,2013,751
Albergaria-a-Velha,Aveiro,2020,80 - 84 anos,2013,827
Albergaria-a-Velha,Aveiro,2020,0 - 4 anos,2013,1025
Albergaria-a-Velha,Aveiro,2020,5 - 9 anos,2013,1037
Albergaria-a-Velha,Aveiro,2020,75 - 79 anos,2013,1118
Albergaria-a-Velha,Aveiro,2020,10 - 14 anos,2013,1240
Albergaria-a-Velha,Aveiro,2020,15 - 19 anos,2013,1267
Albergaria-a-Velha,Aveiro,2020,30 - 34 anos,2013,1273
Albergaria-a-Velha,Aveiro,2020,25 - 29 anos,2013,1284
Albergaria-a-Velha,Aveiro,2020,20 - 24 anos,2013,1377
Albergaria-a-Velha,Aveiro,2020,70 - 74 anos,2013,1382
Albergaria-a-Velha,Aveiro,2020,65 - 69 anos,2013,1576
Albergaria-a-Velha,Aveiro,2020,35 - 39 anos,2013,1586
Albergaria-a-Velha,Aveiro,2020,60 - 64 anos,2013,1722
Albergaria-a-Velha,Aveiro,2020,55 - 59 anos,2013,1803
Albergaria-a-Velha,Aveiro,2020,40 - 44 anos,2013,1905
Albergaria-a-Velha,Aveiro,2020,45 - 49 anos,2013,1912
Albergaria-a-Velha,Aveiro,2020,50 - 54 anos,2013,1912
Albergaria-a-Velha,Aveiro,2020,Total,2013,24997
Albergaria-a-Velha,Aveiro,2021,85 e mais anos,2024,798
Albergaria-a-Velha,Aveiro,2021,80 - 84 anos,2024,838
Albergaria-a-Velha,Aveiro,2021,0 - 4 anos,2024,978
Albergaria-a-Velha,Aveiro,2021,5 - 9 anos,2024,1037
Albergaria-a-Velha,Aveiro,2021,75 - 79 anos,2024,1108
Albergaria-a-Velha,Aveiro,2021,10 - 14 anos,2024,1234
Albergaria-a-Velha,Aveiro,2021,15 - 19 anos,2024,1277
Albergaria-a-Velha,Aveiro,2021,30 - 34 anos,2024,1284
Albergaria-a-Velha,Aveiro,2021,20 - 24 anos,2024,1362
Albergaria-a-Velha,Aveiro,2021,25 - 29 anos,2024,1365
Albergaria-a-Velha,Aveiro,2021,70 - 74 anos,2024,1449
Albergaria-a-Velha,Aveiro,2021,65 - 69 anos,2024,1533
Albergaria-a-Velha,Aveiro,2021,35 - 39 anos,2024,1624
Albergaria-a-Velha,Aveiro,2021,60 - 64 anos,2024,1700
Albergaria-a-Velha,Aveiro,2021,55 - 59 anos,2024,1781
Albergaria-a-Velha,Aveiro,2021,40 - 44 anos,2024,1856
Albergaria-a-Velha,Aveiro,2021,45 - 49 anos,2024,1902
Albergaria-a-Velha,Aveiro,2021,50 - 54 anos,2024,1906
Albergaria-a-Velha,Aveiro,2021,Total,2024,25032
Albergaria-a-Velha,Aveiro,2022,85 e mais anos,2024,798
Albergaria-a-Velha,Aveiro,2022,80 - 84 anos,2024,870
Albergaria-a-Velha,Aveiro,2022,0 - 4 anos,2024,968
Albergaria-a-Velha,Aveiro,2022,5 - 9 anos,2024,1045
Albergaria-a-Velha,Aveiro,2022,75 - 79 anos,2024,1126
Albergaria-a-Velha,Aveiro,2022,10 - 14 anos,2024,1258
Albergaria-a-Velha,Aveiro,2022,15 - 19 anos,2024,1287
Albergaria-a-Velha,Aveiro,2022,30 - 34 anos,2024,1385
Albergaria-a-Velha,Aveiro,2022,20 - 24 anos,2024,1431
Albergaria-a-Velha,Aveiro,2022,25 - 29 anos,2024,1445
Albergaria-a-Velha,Aveiro,2022,70 - 74 anos,2024,1488
Albergaria-a-Velha,Aveiro,2022,65 - 69 anos,2024,1563
Albergaria-a-Velha,Aveiro,2022,35 - 39 anos,2024,1576
Albergaria-a-Velha,Aveiro,2022,60 - 64 anos,2024,1718
Albergaria-a-Velha,Aveiro,2022,55 - 59 anos,2024,1820
Albergaria-a-Velha,Aveiro,2022,40 - 44 anos,2024,1888
Albergaria-a-Velha,Aveiro,2022,50 - 54 anos,2024,1904
Albergaria-a-Velha,Aveiro,2022,45 - 49 anos,2024,1963
Albergaria-a-Velha,Aveiro,2022,Total,2024,25533
Albergaria-a-Velha,Aveiro,2023,85 e mais anos,2024,841
Albergaria-a-Velha,Aveiro,2023,80 - 84 anos,2024,880
Albergaria-a-Velha,Aveiro,2023,0 - 4 anos,2024,963
Albergaria-a-Velha,Aveiro,2023,5 - 9 anos,2024,1125
Albergaria-a-Velha,Aveiro,2023,75 - 79 anos,2024,1209
Albergaria-a-Velha,Aveiro,2023,10 - 14 anos,2024,1235
Albergaria-a-Velha,Aveiro,2023,15 - 19 anos,2024,1305
Albergaria-a-Velha,Aveiro,2023,20 - 24 anos,2024,1428
Albergaria-a-Velha,Aveiro,2023,70 - 74 anos,2024,1469
Albergaria-a-Velha,Aveiro,2023,30 - 34 anos,2024,1501
Albergaria-a-Velha,Aveiro,2023,25 - 29 anos,2024,1567
Albergaria-a-Velha,Aveiro,2023,65 - 69 anos,2024,1587
Albergaria-a-Velha,Aveiro,2023,35 - 39 anos,2024,1599
Albergaria-a-Velha,Aveiro,2023,60 - 64 anos,2024,1719
Albergaria-a-Velha,Aveiro,2023,55 - 59 anos,2024,1829
Albergaria-a-Velha,Aveiro,2023,40 - 44 anos,2024,1901
Albergaria-a-Velha,Aveiro,2023,50 - 54 anos,2024,1906
Albergaria-a-Velha,Aveiro,2023,45 - 49 anos,2024,2054
Albergaria-a-Velha,Aveiro,2023,Total,2024,26118
Albergaria-a-Velha,Aveiro,2024,85 e mais anos,2024,875
Albergaria-a-Velha,Aveiro,2024,80 - 84 anos,2024,880
Albergaria-a-Velha,Aveiro,2024,0 - 4 anos,2024,958
Albergaria-a-Velha,Aveiro,2024,5 - 9 anos,2024,1143
Albergaria-a-Velha,Aveiro,2024,10 - 14 anos,2024,1251
Albergaria-a-Velha,Aveiro,2024,75 - 79 anos,2024,1284
Albergaria-a-Velha,Aveiro,2024,15 - 19 anos,2024,1325
Albergaria-a-Velha,Aveiro,2024,20 - 24 anos,2024,1440
Albergaria-a-Velha,Aveiro,2024,70 - 74 anos,2024,1496
Albergaria-a-Velha,Aveiro,2024,25 - 29 anos,2024,1500
Albergaria-a-Velha,Aveiro,2024,35 - 39 anos,2024,1561
Albergaria-a-Velha,Aveiro,2024,30 - 34 anos,2024,1571
Albergaria-a-Velha,Aveiro,2024,65 - 69 anos,2024,1596
Albergaria-a-Velha,Aveiro,2024,60 - 64 anos,2024,1734
Albergaria-a-Velha,Aveiro,2024,40 - 44 anos,2024,1864
Albergaria-a-Velha,Aveiro,2024,50 - 54 anos,2024,1882
Albergaria-a-Velha,Aveiro,2024,55 - 59 anos,2024,1898
Albergaria-a-Velha,Aveiro,2024,45 - 49 anos,2024,2060
Albergaria-a-Velha,Aveiro,2024,Total,2024,26318
Albergaria-a-Velha,Aveiro,2025,55 - 59 anos,2024,1879
Albergaria-a-Velha,Aveiro,2025,60 - 64 anos,2024,1758
Albergaria-a-Velha,Aveiro,2025,65 - 69 anos,2024,1653
Albergaria-a-Velha,Aveiro,2025,70 - 74 anos,2024,1513
Albergaria-a-Velha,Aveiro,2025,75 - 79 anos,2024,1273
Albergaria-a-Velha,Aveiro,2025,80 - 84 anos,2024,955
Albergaria-a-Velha,Aveiro,2025,85 e mais anos,2024,889
Albergaria-a-Velha,Aveiro,2025,Total,2024,26362
Albergaria-a-Velha,Aveiro,2025,0 - 4 anos,2024,916
Albergaria-a-Velha,Aveiro,2025,5 - 9 anos,2024,1161
Albergaria-a-Velha,Aveiro,2025,10 - 14 anos,2024,1205
Albergaria-a-Velha,Aveiro,2025,15 - 19 anos,2024,1350
Albergaria-a-Velha,Aveiro,2025,20 - 24 anos,2024,1387
Albergaria-a-Velha,Aveiro,2025,25 - 29 anos,2024,1506
Albergaria-a-Velha,Aveiro,2025,30 - 34 anos,2024,1583
Albergaria-a-Velha,Aveiro,2025,35 - 39 anos,2024,1557
Albergaria-a-Velha,Aveiro,2025,40 - 44 anos,2024,1836
Albergaria-a-Velha,Aveiro,2025,45 - 49 anos,2024,2012
Albergaria-a-Velha,Aveiro,2025,50 - 54 anos,2024,1929
