distrito,ano,dim_4_t,valor
Faro,2020,65 - 69 anos,31178
Faro,2020,70 - 74 anos,27390
Faro,2020,75 - 79 anos,20556
Faro,2020,80 - 84 anos,15515
Faro,2020,85 e mais anos,15530
Faro,2020,Total,469892
Faro,2020,0 - 4 anos,20926
Faro,2020,5 - 9 anos,20966
Faro,2020,10 - 14 anos,23051
Faro,2020,15 - 19 anos,23014
Faro,2020,20 - 24 anos,22820
Faro,2020,25 - 29 anos,23393
Faro,2021,30 - 34 anos,30472
Faro,2021,35 - 39 anos,34019
Faro,2021,40 - 44 anos,37517
Faro,2021,45 - 49 anos,39652
Faro,2021,50 - 54 anos,35506
Faro,2021,55 - 59 anos,34442
Faro,2021,60 - 64 anos,33581
Faro,2021,65 - 69 anos,32653
Faro,2021,70 - 74 anos,29630
Faro,2021,75 - 79 anos,21703
Faro,2021,80 - 84 anos,15788
Faro,2021,85 e mais anos,16073
Faro,2021,Total,507930
Faro,2021,0 - 4 anos,21542
Faro,2021,5 - 9 anos,22856
Faro,2021,10 - 14 anos,24795
Faro,2021,15 - 19 anos,24428
Faro,2021,20 - 24 anos,25189
Faro,2021,25 - 29 anos,28084
Faro,2022,30 - 34 anos,34210
Faro,2022,35 - 39 anos,36642
Faro,2022,40 - 44 anos,39687
Faro,2022,45 - 49 anos,42110
Faro,2022,50 - 54 anos,37604
Faro,2022,55 - 59 anos,36200
Faro,2022,60 - 64 anos,35663
Faro,2022,65 - 69 anos,34247
Faro,2022,70 - 74 anos,31382
Faro,2022,75 - 79 anos,23900
Faro,2022,80 - 84 anos,16212
Faro,2022,85 e mais anos,16631
Faro,2022,Total,542799
Faro,2022,0 - 4 anos,21874
Faro,2022,5 - 9 anos,24617
Faro,2022,10 - 14 anos,26139
Faro,2022,15 - 19 anos,26093
Faro,2022,20 - 24 anos,27835
Faro,2022,25 - 29 anos,31753
Faro,2023,30 - 34 anos,37178
Faro,2023,35 - 39 anos,38612
Faro,2023,40 - 44 anos,41532
Faro,2023,45 - 49 anos,43302
Faro,2023,50 - 54 anos,39417
Faro,2023,55 - 59 anos,37094
Faro,2023,60 - 64 anos,35990
Faro,2023,65 - 69 anos,35012
Faro,2023,70 - 74 anos,31445
Faro,2023,75 - 79 anos,25138
Faro,2023,80 - 84 anos,16720
Faro,2023,85 e mais anos,17258
Faro,2023,Total,563923
Faro,2023,0 - 4 anos,22015
Faro,2023,5 - 9 anos,25514
Faro,2023,10 - 14 anos,26225
Faro,2023,15 - 19 anos,26927
Faro,2023,20 - 24 anos,29747
Faro,2023,25 - 29 anos,34797
Faro,2024,30 - 34 anos,39110
Faro,2024,35 - 39 anos,39892
Faro,2024,40 - 44 anos,42625
Faro,2024,45 - 49 anos,43754
Faro,2024,50 - 54 anos,40939
Faro,2024,55 - 59 anos,37441
Faro,2024,60 - 64 anos,36687
Faro,2024,65 - 69 anos,35364
Faro,2024,70 - 74 anos,31541
Faro,2024,75 - 79 anos,26012
Faro,2024,80 - 84 anos,17323
Faro,2024,85 e mais anos,17878
Faro,2024,Total,577095
Faro,2024,0 - 4 anos,21978
Faro,2024,5 - 9 anos,26090
Faro,2024,10 - 14 anos,26383
Faro,2024,15 - 19 anos,27251
Faro,2024,20 - 24 anos,30305
Faro,2024,25 - 29 anos,36522
Faro,2025,30 - 34 anos,39569
Faro,2025,35 - 39 anos,40003
Faro,2025,40 - 44 anos,42301
Faro,2025,45 - 49 anos,43597
Faro,2025,50 - 54 anos,42194
Faro,2025,55 - 59 anos,37702
Faro,2025,60 - 64 anos,36709
Faro,2025,65 - 69 anos,35310
Faro,2025,70 - 74 anos,31900
Faro,2025,75 - 79 anos,26780
Faro,2025,80 - 84 anos,17771
Faro,2025,85 e mais anos,18380
Faro,2025,Total,578032
Faro,2025,0 - 4 anos,21386
Faro,2025,5 - 9 anos,25310
Faro,2025,10 - 14 anos,26155
Faro,2025,15 - 19 anos,27252
Faro,2025,20 - 24 anos,29388
Faro,2025,25 - 29 anos,36325
Guarda,2020,30 - 34 anos,5716
Guarda,2020,35 - 39 anos,7147
Guarda,2020,40 - 44 anos,8521
Guarda,2020,45 - 49 anos,8967
Guarda,2020,50 - 54 anos,9847
Guarda,2020,55 - 59 anos,11071
Guarda,2020,60 - 64 anos,12022
Guarda,2020,65 - 69 anos,11496
Guarda,2020,70 - 74 anos,10647
Guarda,2020,75 - 79 anos,9454
Guarda,2020,80 - 84 anos,8270
Guarda,2020,85 e mais anos,9316
Guarda,2020,Total,143964
Guarda,2020,0 - 4 anos,4185
Guarda,2020,5 - 9 anos,4445
Guarda,2020,10 - 14 anos,5190
Guarda,2020,15 - 19 anos,5916
Guarda,2020,20 - 24 anos,6307
Guarda,2020,25 - 29 anos,5447
Guarda,2021,30 - 34 anos,5888
Guarda,2021,35 - 39 anos,6812
Guarda,2021,40 - 44 anos,8315
Guarda,2021,45 - 49 anos,8718
Guarda,2021,50 - 54 anos,9321
Guarda,2021,55 - 59 anos,10362
Guarda,2021,60 - 64 anos,11159
Guarda,2021,65 - 69 anos,10754
Guarda,2021,70 - 74 anos,10106
Guarda,2021,75 - 79 anos,9041
Guarda,2021,80 - 84 anos,7676
Guarda,2021,85 e mais anos,9033
Guarda,2021,Total,138693
Guarda,2021,0 - 4 anos,3995
Guarda,2021,5 - 9 anos,4418
Guarda,2021,10 - 14 anos,5021
Guarda,2021,15 - 19 anos,5789
Guarda,2021,20 - 24 anos,6509
Guarda,2021,25 - 29 anos,5776
Guarda,2022,30 - 34 anos,5893
Guarda,2022,35 - 39 anos,6798
Guarda,2022,40 - 44 anos,8063
Guarda,2022,45 - 49 anos,8878
Guarda,2022,50 - 54 anos,9220
Guarda,2022,55 - 59 anos,10132
Guarda,2022,60 - 64 anos,11083
Guarda,2022,65 - 69 anos,10919
Guarda,2022,70 - 74 anos,10380
Guarda,2022,75 - 79 anos,8978
Guarda,2022,80 - 84 anos,7404
Guarda,2022,85 e mais anos,9119
Guarda,2022,Total,138628
Guarda,2022,0 - 4 anos,4024
Guarda,2022,5 - 9 anos,4488
Guarda,2022,10 - 14 anos,5016
Guarda,2022,15 - 19 anos,5768
Guarda,2022,20 - 24 anos,6600
Guarda,2022,25 - 29 anos,5865
Guarda,2023,30 - 34 anos,5946
Guarda,2023,35 - 39 anos,6806
Guarda,2023,40 - 44 anos,7969
Guarda,2023,45 - 49 anos,8992
Guarda,2023,50 - 54 anos,9041
Guarda,2023,55 - 59 anos,10095
Guarda,2023,60 - 64 anos,10923
Guarda,2023,65 - 69 anos,11206
Guarda,2023,70 - 74 anos,10203
Guarda,2023,75 - 79 anos,9187
Guarda,2023,80 - 84 anos,7417
Guarda,2023,85 e mais anos,9362
Guarda,2023,Total,139114
Guarda,2023,0 - 4 anos,4006
Guarda,2023,5 - 9 anos,4611
Guarda,2023,10 - 14 anos,4923
Guarda,2023,15 - 19 anos,5670
Guarda,2023,20 - 24 anos,6549
Guarda,2023,25 - 29 anos,6208
Guarda,2024,30 - 34 anos,6054
Guarda,2024,35 - 39 anos,6635
Guarda,2024,40 - 44 anos,8047
Guarda,2024,45 - 49 anos,9000
Guarda,2024,50 - 54 anos,9015
Guarda,2024,55 - 59 anos,9852
Guarda,2024,60 - 64 anos,10897
Guarda,2024,65 - 69 anos,11412
Guarda,2024,70 - 74 anos,10248
Guarda,2024,75 - 79 anos,9360
Guarda,2024,80 - 84 anos,7341
Guarda,2024,85 e mais anos,9521
Guarda,2024,Total,139486
Guarda,2024,0 - 4 anos,4007
Guarda,2024,5 - 9 anos,4659
Guarda,2024,10 - 14 anos,4977
Guarda,2024,15 - 19 anos,5583
Guarda,2024,20 - 24 anos,6531
Guarda,2024,25 - 29 anos,6347
Guarda,2025,30 - 34 anos,5981
Guarda,2025,35 - 39 anos,6584
Guarda,2025,40 - 44 anos,7881
Guarda,2025,45 - 49 anos,9018
Guarda,2025,50 - 54 anos,9053
Guarda,2025,55 - 59 anos,9619
Guarda,2025,60 - 64 anos,10749
Guarda,2025,65 - 69 anos,11517
Guarda,2025,70 - 74 anos,10420
Guarda,2025,75 - 79 anos,9251
Guarda,2025,80 - 84 anos,7511
Guarda,2025,85 e mais anos,9485
Guarda,2025,Total,138823
Guarda,2025,0 - 4 anos,3920
Guarda,2025,5 - 9 anos,4655
Guarda,2025,10 - 14 anos,4958
Guarda,2025,15 - 19 anos,5413
Guarda,2025,20 - 24 anos,6326
Guarda,2025,25 - 29 anos,6482
Leiria,2020,30 - 34 anos,22805
Leiria,2020,35 - 39 anos,27173
Leiria,2020,40 - 44 anos,33017
Leiria,2020,45 - 49 anos,34102
Leiria,2020,50 - 54 anos,33366
Leiria,2020,55 - 59 anos,33435
Leiria,2020,60 - 64 anos,32319
Leiria,2020,65 - 69 anos,30731
Leiria,2020,70 - 74 anos,27764
Leiria,2020,75 - 79 anos,22824
Leiria,2020,80 - 84 anos,18122
Leiria,2020,85 e mais anos,17106
Leiria,2020,Total,461083
Leiria,2020,0 - 4 anos,18287
Leiria,2020,5 - 9 anos,18732
Leiria,2020,10 - 14 anos,21573
Leiria,2020,15 - 19 anos,23022
Leiria,2020,20 - 24 anos,24299
Leiria,2020,25 - 29 anos,22406
Leiria,2021,30 - 34 anos,24711
Leiria,2021,35 - 39 anos,27628
Leiria,2021,40 - 44 anos,33419
Leiria,2021,45 - 49 anos,35257
Leiria,2021,50 - 54 anos,33949
Leiria,2021,55 - 59 anos,33383
Leiria,2021,60 - 64 anos,32268
Leiria,2021,65 - 69 anos,30711
Leiria,2021,70 - 74 anos,28003
Leiria,2021,75 - 79 anos,23225
Leiria,2021,80 - 84 anos,18134
Leiria,2021,85 e mais anos,17848
Leiria,2021,Total,471138
Leiria,2021,0 - 4 anos,17805
Leiria,2021,5 - 9 anos,19558
Leiria,2021,10 - 14 anos,21852
Leiria,2021,15 - 19 anos,23635
Leiria,2021,20 - 24 anos,25388
Leiria,2021,25 - 29 anos,24364
Leiria,2022,30 - 34 anos,27240
Leiria,2022,35 - 39 anos,28899
Leiria,2022,40 - 44 anos,33996
Leiria,2022,45 - 49 anos,36452
Leiria,2022,50 - 54 anos,34753
Leiria,2022,55 - 59 anos,33901
Leiria,2022,60 - 64 anos,33124
Leiria,2022,65 - 69 anos,31227
Leiria,2022,70 - 74 anos,28881
Leiria,2022,75 - 79 anos,23875
Leiria,2022,80 - 84 anos,18082
Leiria,2022,85 e mais anos,18437
Leiria,2022,Total,488544
Leiria,2022,0 - 4 anos,18389
Leiria,2022,5 - 9 anos,20879
Leiria,2022,10 - 14 anos,22431
Leiria,2022,15 - 19 anos,24342
Leiria,2022,20 - 24 anos,26734
Leiria,2022,25 - 29 anos,26902
Leiria,2023,30 - 34 anos,29371
Leiria,2023,35 - 39 anos,30118
Leiria,2023,40 - 44 anos,34669
Leiria,2023,45 - 49 anos,37325
Leiria,2023,50 - 54 anos,35322
Leiria,2023,55 - 59 anos,34509
Leiria,2023,60 - 64 anos,33601
Leiria,2023,65 - 69 anos,31870
Leiria,2023,70 - 74 anos,29262
Leiria,2023,75 - 79 anos,24630
Leiria,2023,80 - 84 anos,18434
Leiria,2023,85 e mais anos,19353
Leiria,2023,Total,502691
Leiria,2023,0 - 4 anos,18655
Leiria,2023,5 - 9 anos,21536
Leiria,2023,10 - 14 anos,22594
Leiria,2023,15 - 19 anos,24610
Leiria,2023,20 - 24 anos,27997
Leiria,2023,25 - 29 anos,28835
Leiria,2024,30 - 34 anos,30353
Leiria,2024,35 - 39 anos,30655
Leiria,2024,40 - 44 anos,34723
Leiria,2024,45 - 49 anos,37775
Leiria,2024,50 - 54 anos,36014
Leiria,2024,55 - 59 anos,34861
Leiria,2024,60 - 64 anos,33968
Leiria,2024,65 - 69 anos,32647
Leiria,2024,70 - 74 anos,29441
Leiria,2024,75 - 79 anos,25507
Leiria,2024,80 - 84 anos,18548
Leiria,2024,85 e mais anos,20146
Leiria,2024,Total,511254
Leiria,2024,0 - 4 anos,18826
Leiria,2024,5 - 9 anos,22053
Leiria,2024,10 - 14 anos,22747
Leiria,2024,15 - 19 anos,24729
Leiria,2024,20 - 24 anos,28027
Leiria,2024,25 - 29 anos,30234
Leiria,2025,30 - 34 anos,30938
Leiria,2025,35 - 39 anos,31303
Leiria,2025,40 - 44 anos,34206
Leiria,2025,45 - 49 anos,37841
Leiria,2025,50 - 54 anos,36832
Leiria,2025,55 - 59 anos,34952
Leiria,2025,60 - 64 anos,34321
Leiria,2025,65 - 69 anos,32835
Leiria,2025,70 - 74 anos,30037
Leiria,2025,75 - 79 anos,25698
Leiria,2025,80 - 84 anos,19317
Leiria,2025,85 e mais anos,20496
Leiria,2025,Total,514503
Leiria,2025,0 - 4 anos,18711
Leiria,2025,5 - 9 anos,21805
Leiria,2025,10 - 14 anos,22600
Leiria,2025,15 - 19 anos,24692
Leiria,2025,20 - 24 anos,27276
Leiria,2025,25 - 29 anos,30643
Lisboa,2020,30 - 34 anos,137886
Lisboa,2020,35 - 39 anos,151873
Lisboa,2020,40 - 44 anos,176351
Lisboa,2020,45 - 49 anos,178985
Lisboa,2020,50 - 54 anos,157186
Lisboa,2020,55 - 59 anos,146203
Lisboa,2020,60 - 64 anos,134586
Lisboa,2020,65 - 69 anos,126374
Lisboa,2020,70 - 74 anos,120750
Lisboa,2020,75 - 79 anos,96742
Lisboa,2020,80 - 84 anos,72681
Lisboa,2020,85 e mais anos,71416
Lisboa,2020,Total,2286240
Lisboa,2020,0 - 4 anos,108351
Lisboa,2020,5 - 9 anos,107936
Lisboa,2020,10 - 14 anos,118188
Lisboa,2020,15 - 19 anos,120509
Lisboa,2020,20 - 24 anos,126143
Lisboa,2020,25 - 29 anos,134080
Lisboa,2021,30 - 34 anos,157252
Lisboa,2021,35 - 39 anos,163412
Lisboa,2021,40 - 44 anos,181708
Lisboa,2021,45 - 49 anos,188386
Lisboa,2021,50 - 54 anos,164419
Lisboa,2021,55 - 59 anos,149934
Lisboa,2021,60 - 64 anos,135876
Lisboa,2021,65 - 69 anos,128165
Lisboa,2021,70 - 74 anos,125768
Lisboa,2021,75 - 79 anos,104010
Lisboa,2021,80 - 84 anos,75602
Lisboa,2021,85 e mais anos,76862
Lisboa,2021,Total,2401365
Lisboa,2021,0 - 4 anos,108491
Lisboa,2021,5 - 9 anos,112796
Lisboa,2021,10 - 14 anos,121525
Lisboa,2021,15 - 19 anos,122502
Lisboa,2021,20 - 24 anos,134008
Lisboa,2021,25 - 29 anos,150649
Lisboa,2022,30 - 34 anos,175936
Lisboa,2022,35 - 39 anos,172371
Lisboa,2022,40 - 44 anos,185758
Lisboa,2022,45 - 49 anos,196289
Lisboa,2022,50 - 54 anos,172144
Lisboa,2022,55 - 59 anos,154244
Lisboa,2022,60 - 64 anos,138214
Lisboa,2022,65 - 69 anos,128411
Lisboa,2022,70 - 74 anos,126567
Lisboa,2022,75 - 79 anos,107187
Lisboa,2022,80 - 84 anos,76012
Lisboa,2022,85 e mais anos,78370
Lisboa,2022,Total,2509447
Lisboa,2022,0 - 4 anos,110244
Lisboa,2022,5 - 9 anos,118625
Lisboa,2022,10 - 14 anos,126372
Lisboa,2022,15 - 19 anos,128560
Lisboa,2022,20 - 24 anos,146437
Lisboa,2022,25 - 29 anos,167706
Lisboa,2023,30 - 34 anos,191907
Lisboa,2023,35 - 39 anos,183416
Lisboa,2023,40 - 44 anos,190463
Lisboa,2023,45 - 49 anos,201065
Lisboa,2023,50 - 54 anos,178265
Lisboa,2023,55 - 59 anos,157529
Lisboa,2023,60 - 64 anos,140441
Lisboa,2023,65 - 69 anos,129288
Lisboa,2023,70 - 74 anos,124684
Lisboa,2023,75 - 79 anos,110381
Lisboa,2023,80 - 84 anos,78132
Lisboa,2023,85 e mais anos,81672
Lisboa,2023,Total,2594574
Lisboa,2023,0 - 4 anos,110445
Lisboa,2023,5 - 9 anos,121507
Lisboa,2023,10 - 14 anos,125752
Lisboa,2023,15 - 19 anos,131621
Lisboa,2023,20 - 24 anos,155193
Lisboa,2023,25 - 29 anos,182813
Lisboa,2024,30 - 34 anos,203995
Lisboa,2024,35 - 39 anos,192621
Lisboa,2024,40 - 44 anos,194492
Lisboa,2024,45 - 49 anos,203190
Lisboa,2024,50 - 54 anos,185644
Lisboa,2024,55 - 59 anos,159546
Lisboa,2024,60 - 64 anos,143295
Lisboa,2024,65 - 69 anos,130707
Lisboa,2024,70 - 74 anos,123398
Lisboa,2024,75 - 79 anos,112177
Lisboa,2024,80 - 84 anos,80324
Lisboa,2024,85 e mais anos,84819
Lisboa,2024,Total,2657153
Lisboa,2024,0 - 4 anos,110497
Lisboa,2024,5 - 9 anos,122505
Lisboa,2024,10 - 14 anos,126252
Lisboa,2024,15 - 19 anos,132736
Lisboa,2024,20 - 24 anos,157147
Lisboa,2024,25 - 29 anos,193808
Lisboa,2025,30 - 34 anos,205509
Lisboa,2025,35 - 39 anos,195010
Lisboa,2025,40 - 44 anos,192585
Lisboa,2025,45 - 49 anos,200586
Lisboa,2025,50 - 54 anos,190604
Lisboa,2025,55 - 59 anos,161449
Lisboa,2025,60 - 64 anos,144397
Lisboa,2025,65 - 69 anos,130968
Lisboa,2025,70 - 74 anos,121922
Lisboa,2025,75 - 79 anos,113070
Lisboa,2025,80 - 84 anos,83442
Lisboa,2025,85 e mais anos,86605
Lisboa,2025,Total,2655832
Lisboa,2025,0 - 4 anos,108663
Lisboa,2025,5 - 9 anos,118013
Lisboa,2025,10 - 14 anos,123425
Lisboa,2025,15 - 19 anos,131796
Lisboa,2025,20 - 24 anos,153205
Lisboa,2025,25 - 29 anos,194583
Portalegre,2020,30 - 34 anos,4446
Portalegre,2020,35 - 39 anos,5570
Portalegre,2020,40 - 44 anos,6879
Portalegre,2020,45 - 49 anos,7290
Portalegre,2020,50 - 54 anos,7445
Portalegre,2020,55 - 59 anos,7820
Portalegre,2020,60 - 64 anos,7878
Portalegre,2020,65 - 69 anos,7245
Portalegre,2020,70 - 74 anos,6716
Portalegre,2020,75 - 79 anos,5847
Portalegre,2020,80 - 84 anos,5369
Portalegre,2020,85 e mais anos,6296
Portalegre,2020,Total,105676
Portalegre,2020,0 - 4 anos,3984
Portalegre,2020,5 - 9 anos,4196
Portalegre,2020,10 - 14 anos,4591
Portalegre,2020,15 - 19 anos,4901
Portalegre,2020,20 - 24 anos,4959
Portalegre,2020,25 - 29 anos,4244
Portalegre,2021,30 - 34 anos,4712
Portalegre,2021,35 - 39 anos,5726
Portalegre,2021,40 - 44 anos,6664
Portalegre,2021,45 - 49 anos,7506
Portalegre,2021,50 - 54 anos,7382
Portalegre,2021,55 - 59 anos,7818
Portalegre,2021,60 - 64 anos,7922
Portalegre,2021,65 - 69 anos,7170
Portalegre,2021,70 - 74 anos,6658
Portalegre,2021,75 - 79 anos,5865
Portalegre,2021,80 - 84 anos,5081
Portalegre,2021,85 e mais anos,6409
Portalegre,2021,Total,106510
Portalegre,2021,0 - 4 anos,3920
Portalegre,2021,5 - 9 anos,4203
Portalegre,2021,10 - 14 anos,4602
Portalegre,2021,15 - 19 anos,5017
Portalegre,2021,20 - 24 anos,5165
Portalegre,2021,25 - 29 anos,4690
Portalegre,2022,30 - 34 anos,4887
Portalegre,2022,35 - 39 anos,5607
Portalegre,2022,40 - 44 anos,6586
Portalegre,2022,45 - 49 anos,7767
Portalegre,2022,50 - 54 anos,7381
Portalegre,2022,55 - 59 anos,7744
Portalegre,2022,60 - 64 anos,8071
Portalegre,2022,65 - 69 anos,7219
Portalegre,2022,70 - 74 anos,6723
Portalegre,2022,75 - 79 anos,5975
Portalegre,2022,80 - 84 anos,4874
Portalegre,2022,85 e mais anos,6359
Portalegre,2022,Total,107181
Portalegre,2022,0 - 4 anos,3927
Portalegre,2022,5 - 9 anos,4314
Portalegre,2022,10 - 14 anos,4679
Portalegre,2022,15 - 19 anos,4962
Portalegre,2022,20 - 24 anos,5220
Portalegre,2022,25 - 29 anos,4886
Portalegre,2023,30 - 34 anos,5146
Portalegre,2023,35 - 39 anos,5673
Portalegre,2023,40 - 44 anos,6627
Portalegre,2023,45 - 49 anos,7741
Portalegre,2023,50 - 54 anos,7539
Portalegre,2023,55 - 59 anos,7646
Portalegre,2023,60 - 64 anos,8129
Portalegre,2023,65 - 69 anos,7404
Portalegre,2023,70 - 74 anos,6768
Portalegre,2023,75 - 79 anos,6111
Portalegre,2023,80 - 84 anos,4722
Portalegre,2023,85 e mais anos,6422
Portalegre,2023,Total,108265
Portalegre,2023,0 - 4 anos,3827
Portalegre,2023,5 - 9 anos,4444
Portalegre,2023,10 - 14 anos,4679
Portalegre,2023,15 - 19 anos,5015
Portalegre,2023,20 - 24 anos,5320
Portalegre,2023,25 - 29 anos,5052
Portalegre,2024,30 - 34 anos,5227
Portalegre,2024,35 - 39 anos,5629
Portalegre,2024,40 - 44 anos,6585
Portalegre,2024,45 - 49 anos,7631
Portalegre,2024,50 - 54 anos,7592
Portalegre,2024,55 - 59 anos,7610
Portalegre,2024,60 - 64 anos,8061
Portalegre,2024,65 - 69 anos,7655
Portalegre,2024,70 - 74 anos,6834
Portalegre,2024,75 - 79 anos,6107
Portalegre,2024,80 - 84 anos,4676
Portalegre,2024,85 e mais anos,6383
Portalegre,2024,Total,108560
Portalegre,2024,0 - 4 anos,3772
Portalegre,2024,5 - 9 anos,4528
Portalegre,2024,10 - 14 anos,4655
Portalegre,2024,15 - 19 anos,4993
Portalegre,2024,20 - 24 anos,5349
Portalegre,2024,25 - 29 anos,5273
Portalegre,2025,30 - 34 anos,5213
Portalegre,2025,35 - 39 anos,5544
Portalegre,2025,40 - 44 anos,6441
Portalegre,2025,45 - 49 anos,7555
Portalegre,2025,50 - 54 anos,7726
Portalegre,2025,55 - 59 anos,7702
Portalegre,2025,60 - 64 anos,7888
Portalegre,2025,65 - 69 anos,7859
Portalegre,2025,70 - 74 anos,6986
Portalegre,2025,75 - 79 anos,6055
Portalegre,2025,80 - 84 anos,4743
Portalegre,2025,85 e mais anos,6271
Portalegre,2025,Total,108485
Portalegre,2025,0 - 4 anos,3649
Portalegre,2025,5 - 9 anos,4453
Portalegre,2025,10 - 14 anos,4655
Portalegre,2025,15 - 19 anos,5005
Portalegre,2025,20 - 24 anos,5306
Portalegre,2025,25 - 29 anos,5434
Porto,2020,30 - 34 anos,101750
Porto,2020,35 - 39 anos,115900
Porto,2020,40 - 44 anos,132496
Porto,2020,45 - 49 anos,143513
Porto,2020,50 - 54 anos,136121
Porto,2020,55 - 59 anos,136179
Porto,2020,60 - 64 anos,122929
Porto,2020,65 - 69 anos,110246
Porto,2020,70 - 74 anos,95083
Porto,2020,75 - 79 anos,68819
Porto,2020,80 - 84 anos,51178
Porto,2020,85 e mais anos,46492
Porto,2020,Total,1792631
Porto,2020,0 - 4 anos,73686
Porto,2020,5 - 9 anos,74082
Porto,2020,10 - 14 anos,86832
Porto,2020,15 - 19 anos,94654
Porto,2020,20 - 24 anos,102412
Porto,2020,25 - 29 anos,100259
Porto,2021,30 - 34 anos,106101
Porto,2021,35 - 39 anos,115471
Porto,2021,40 - 44 anos,130378
Porto,2021,45 - 49 anos,143300
Porto,2021,50 - 54 anos,135680
Porto,2021,55 - 59 anos,134621
Porto,2021,60 - 64 anos,123280
Porto,2021,65 - 69 anos,111340
Porto,2021,70 - 74 anos,99862
Porto,2021,75 - 79 anos,73765
Porto,2021,80 - 84 anos,51988
Porto,2021,85 e mais anos,49451
Porto,2021,Total,1806871
Porto,2021,0 - 4 anos,70972
Porto,2021,5 - 9 anos,74972
Porto,2021,10 - 14 anos,86550
Porto,2021,15 - 19 anos,93200
Porto,2021,20 - 24 anos,103302
Porto,2021,25 - 29 anos,102638
Porto,2022,30 - 34 anos,112573
Porto,2022,35 - 39 anos,117008
Porto,2022,40 - 44 anos,130797
Porto,2022,45 - 49 anos,144515
Porto,2022,50 - 54 anos,137626
Porto,2022,55 - 59 anos,135185
Porto,2022,60 - 64 anos,125666
Porto,2022,65 - 69 anos,112944
Porto,2022,70 - 74 anos,103254
Porto,2022,75 - 79 anos,77087
Porto,2022,80 - 84 anos,51997
Porto,2022,85 e mais anos,51143
Porto,2022,Total,1845238
Porto,2022,0 - 4 anos,70983
Porto,2022,5 - 9 anos,77346
Porto,2022,10 - 14 anos,86752
Porto,2022,15 - 19 anos,93437
Porto,2022,20 - 24 anos,107059
Porto,2022,25 - 29 anos,109866
Porto,2023,30 - 34 anos,118948
Porto,2023,35 - 39 anos,119122
Porto,2023,40 - 44 anos,131617
Porto,2023,45 - 49 anos,144452
Porto,2023,50 - 54 anos,140278
Porto,2023,55 - 59 anos,135812
Porto,2023,60 - 64 anos,127646
Porto,2023,65 - 69 anos,115505
Porto,2023,70 - 74 anos,103303
Porto,2023,75 - 79 anos,82171
Porto,2023,80 - 84 anos,53225
Porto,2023,85 e mais anos,53869
Porto,2023,Total,1878373
Porto,2023,0 - 4 anos,70376
Porto,2023,5 - 9 anos,79136
Porto,2023,10 - 14 anos,84501
Porto,2023,15 - 19 anos,93584
Porto,2023,20 - 24 anos,108981
Porto,2023,25 - 29 anos,115847
Porto,2024,30 - 34 anos,122937
Porto,2024,35 - 39 anos,120851
Porto,2024,40 - 44 anos,131651
Porto,2024,45 - 49 anos,143034
Porto,2024,50 - 54 anos,143381
Porto,2024,55 - 59 anos,135095
Porto,2024,60 - 64 anos,130287
Porto,2024,65 - 69 anos,118542
Porto,2024,70 - 74 anos,104196
Porto,2024,75 - 79 anos,86041
Porto,2024,80 - 84 anos,54979
Porto,2024,85 e mais anos,55877
Porto,2024,Total,1899765
Porto,2024,0 - 4 anos,69102
Porto,2024,5 - 9 anos,79901
Porto,2024,10 - 14 anos,82927
Porto,2024,15 - 19 anos,93404
Porto,2024,20 - 24 anos,107609
Porto,2024,25 - 29 anos,119951
Porto,2025,30 - 34 anos,124631
Porto,2025,35 - 39 anos,122728
Porto,2025,40 - 44 anos,130286
Porto,2025,45 - 49 anos,140543
Porto,2025,50 - 54 anos,145842
Porto,2025,55 - 59 anos,134661
Porto,2025,60 - 64 anos,132164
Porto,2025,65 - 69 anos,119573
Porto,2025,70 - 74 anos,105765
Porto,2025,75 - 79 anos,88222
Porto,2025,80 - 84 anos,58529
Porto,2025,85 e mais anos,57392
Porto,2025,Total,1906626
Porto,2025,0 - 4 anos,67708
Porto,2025,5 - 9 anos,78597
Porto,2025,10 - 14 anos,80776
Porto,2025,15 - 19 anos,92685
Porto,2025,20 - 24 anos,104354
Porto,2025,25 - 29 anos,122170
Região Autónoma da Madeira,2020,30 - 34 anos,12991
Região Autónoma da Madeira,2020,35 - 39 anos,16260
Região Autónoma da Madeira,2020,40 - 44 anos,19508
Região Autónoma da Madeira,2020,45 - 49 anos,20715
Região Autónoma da Madeira,2020,50 - 54 anos,20367
Região Autónoma da Madeira,2020,55 - 59 anos,20993
Região Autónoma da Madeira,2020,60 - 64 anos,17691
Região Autónoma da Madeira,2020,65 - 69 anos,15040
Região Autónoma da Madeira,2020,70 - 74 anos,12192
Região Autónoma da Madeira,2020,75 - 79 anos,9475
Região Autónoma da Madeira,2020,80 - 84 anos,6831
Região Autónoma da Madeira,2020,85 e mais anos,6174
Região Autónoma da Madeira,2020,Total,251900
Região Autónoma da Madeira,2020,0 - 4 anos,10032
Região Autónoma da Madeira,2020,5 - 9 anos,10354
Região Autónoma da Madeira,2020,10 - 14 anos,12764
Região Autónoma da Madeira,2020,15 - 19 anos,14315
Região Autónoma da Madeira,2020,20 - 24 anos,13745
Região Autónoma da Madeira,2020,25 - 29 anos,12453
Região Autónoma da Madeira,2021,30 - 34 anos,13267
Região Autónoma da Madeira,2021,35 - 39 anos,15953
Região Autónoma da Madeira,2021,40 - 44 anos,18754
Região Autónoma da Madeira,2021,45 - 49 anos,20996
Região Autónoma da Madeira,2021,50 - 54 anos,19720
