varcd,periodo,ano,mes,geo_cod,geo_dsg,valor,unidade,dim_3,dim_3_t,ind_string,sinal_conv,sinal_conv_desc,concelho,distrito,nivel_geo
0009183,2025,2025,,11E0401,Alfândega da Fé,1,,HR,Croácia,1,,,Alfândega da Fé,Bragança,Município
0009183,2025,2025,,11E0405,Macedo de Cavaleiros,1,,IL,Israel,1,,,Macedo de Cavaleiros,Bragança,Município
0009183,2025,2025,,11E0405,Macedo de Cavaleiros,1,,SE,Suécia,1,,,Macedo de Cavaleiros,Bragança,Município
0009183,2025,2025,,11E0406,Miranda do Douro,1,,HU,Hungria,1,,,Miranda do Douro,Bragança,Município
0009183,2025,2025,,11E0406,Miranda do Douro,1,,SI,Eslovénia,1,,,Miranda do Douro,Bragança,Município
0009183,2025,2025,,11E0407,Mirandela,1,,CZ,Chéquia,1,,,Mirandela,Bragança,Município
0009183,2025,2025,,11E0407,Mirandela,1,,GR,Grécia,1,,,Mirandela,Bragança,Município
0009183,2025,2025,,11E0408,Mogadouro,1,,HU,Hungria,1,,,Mogadouro,Bragança,Município
0009183,2025,2025,,11E0408,Mogadouro,1,,JP,Japão,1,,,Mogadouro,Bragança,Município
0009183,2025,2025,,11E0410,Vila Flor,1,,ZZ,Outros,1,,,Vila Flor,Bragança,Município
0009183,2025,2025,,11E0412,Vinhais,1,,HU,Hungria,1,,,Vinhais,Bragança,Município
0009183,2025,2025,,11E0412,Vinhais,1,,JP,Japão,1,,,Vinhais,Bragança,Município
0009183,2025,2025,,11E0412,Vinhais,1,,MX,México,1,,,Vinhais,Bragança,Município
0009183,2025,2025,,11E0412,Vinhais,1,,TR,Turquia,1,,,Vinhais,Bragança,Município
0009183,2025,2025,,1500802,Alcoutim,1,,IL,Israel,1,,,Alcoutim,Faro,Município
0009183,2025,2025,,1500802,Alcoutim,1,,LV,Letónia,1,,,Alcoutim,Faro,Município
0009183,2025,2025,,1500802,Alcoutim,1,,MA,Marrocos,1,,,Alcoutim,Faro,Município
0009183,2025,2025,,1500802,Alcoutim,1,,MX,México,1,,,Alcoutim,Faro,Município
0009183,2025,2025,,1500804,Castro Marim,1,,MT,Malta,1,,,Castro Marim,Faro,Município
0009183,2025,2025,,16B1005,Bombarral,1,,LT,Lituânia,1,,,Bombarral,Leiria,Município
0009183,2025,2025,,16B1101,Alenquer,1,,CN,China,1,,,Alenquer,Lisboa,Município
0009183,2025,2025,,16B1101,Alenquer,1,,PL,Polónia,1,,,Alenquer,Lisboa,Município
0009183,2025,2025,,16B1101,Alenquer,1,,RU,Federação da Rússia,1,,,Alenquer,Lisboa,Município
0009183,2025,2025,,16B1102,Arruda dos Vinhos,1,,AT,Áustria,1,,,Arruda dos Vinhos,Lisboa,Município
0009183,2025,2025,,16B1104,Cadaval,1,,DK,Dinamarca,1,,,Cadaval,Lisboa,Município
0009183,2025,2025,,16B1104,Cadaval,1,,FI,Finlândia,1,,,Cadaval,Lisboa,Município
0009183,2025,2025,,16B1104,Cadaval,1,,HU,Hungria,1,,,Cadaval,Lisboa,Município
0009183,2025,2025,,16B1108,Lourinhã,1,,HR,Croácia,1,,,Lourinhã,Lisboa,Município
0009183,2025,2025,,16D0101,Águeda,1,,BG,Bulgária,1,,,Águeda,Aveiro,Município
0009183,2025,2025,,16D0102,Albergaria-a-Velha,1,,AO,Angola,1,,,Albergaria-a-Velha,Aveiro,Município
0009183,2025,2025,,16D0108,Estarreja,1,,NO,Noruega,1,,,Estarreja,Aveiro,Município
0009183,2025,2025,,16D0114,Oliveira do Bairro,1,,HU,Hungria,1,,,Oliveira do Bairro,Aveiro,Município
0009183,2025,2025,,16E0601,Arganil,1,,EE,Estónia,1,,,Arganil,Coimbra,Município
0009183,2025,2025,,16E0602,Cantanhede,1,,LT,Lituânia,1,,,Cantanhede,Coimbra,Município
0009183,2025,2025,,16E0604,Condeixa-a-Nova,1,,CY,Chipre,1,,,Condeixa-a-Nova,Coimbra,Município
0009183,2025,2025,,16E0604,Condeixa-a-Nova,1,,LT,Lituânia,1,,,Condeixa-a-Nova,Coimbra,Município
0009183,2025,2025,,16E0606,Góis,1,,AT,Áustria,1,,,Góis,Coimbra,Município
